week,¼Ò¸Å°¡,Æò±Õ±â¿Â,ÃÖÀú±â¿Â,ÃÖ°í±â¿Â,°­¼ö·®,È¯À²,¼öÃâ·®,¼öÃâ¾×,»ý»ê·®,Àç¹è¸éÀû,¹°°¡Áö¼ö
01??2ì£?(2022.01.13 ~ 2022.01.19),4335,-2.528571429,-7.7,2.957142857,0.114285714,1192.51,263702,25583.6291,45813958,580,88
01??3ì£?(2022.01.20 ~ 2022.01.26),3992,1.271428571,-3.6,6.728571429,0.114285714,1209.56,263702,25583.6291,45813958,580,88
01??4ì£?(2022.01.27 ~ 2022.01.28),4005,-0.571428571,-5.071428571,4.742857143,0.128571429,1198.25,263702,25583.6291,45813958,580,88
02??1ì£?(2022.02.03 ~ 2022.02.09),3989,-1.757142857,-6.985714286,3.728571429,0.057142857,1199.48,232516,23736.3334,45813958,580,88.1
02??2ì£?(2022.02.10 ~ 2022.02.16),4071,1.428571429,-3.528571429,7.514285714,0.171428571,1195.59,232516,23736.3334,45813958,580,88
02??3ì£?(2022.02.17 ~ 2022.02.23),4147,-2.257142857,-7.314285714,3.185714286,0.028571429,1197.57,232516,23736.3334,45813958,580,88
02??4ì£?(2022.02.24 ~ 2022.03.02),4179,3.771428571,-2.885714286,10.45714286,0.471428571,1217.45,232516,23736.3334,45813958,580,88
03??1ì£?(2022.03.03 ~ 2022.03.08),4213,4.928571429,-1.757142857,12.14285714,0,1237.08,402279,46552.1513,45813958,580,89.49
03??2ì£?(2022.03.10 ~ 2022.03.16),4379,10.61428571,4.428571429,16.97142857,3.257142857,1211.15,402279,46552.1513,45813958,580,89
03??3ì£?(2022.03.17 ~ 2022.03.23),4499,5.914285714,2.271428571,10.12857143,3.314285714,1225.08,402279,46552.1513,45813958,580,89
03??4ì£?(2022.03.24 ~ 2022.03.30),4656,9.771428571,3.142857143,16.25714286,5.742857143,1219.73,402279,46552.1513,45813958,580,89
03??5ì£?(2022.03.31 ~ 2022.04.06),4890,9.471428571,2.757142857,16.28571429,0.157142857,1229.19,402279,46552.1513,45813958,580,89
04??1ì£?(2022.04.07 ~ 2022.04.13),4879,15.54285714,8.757142857,22.57142857,1.557142857,1228.19,254057,32437.4204,45813958,580,99.37
04??2ì£?(2022.04.14 ~ 2022.04.20),4954,12.85714286,6.357142857,19.82857143,0.242857143,1244.11,254057,32437.4204,45813958,580,99
04??3ì£?(2022.04.21 ~ 2022.04.27),5114,16.87142857,11.24285714,23.01428571,4.7,1263.03,254057,32437.4204,45813958,580,99
04??4ì£?(2022.04.28 ~ 2022.05.04),5180,13.37142857,7.314285714,19.61428571,2.014285714,1269.99,254057,32437.4204,45813958,580,99
05??1ì£?(2022.05.06 ~ 2022.05.11),5299,16.9,10.62857143,23.42857143,0.185714286,1278.45,569153,59970.4795,45813958,580,97.2
05??2ì£?(2022.05.12 ~ 2022.05.18),4479,17.05714286,10.65714286,23.4,0.128571429,1273.59,569153,59970.4795,45813958,580,97
05??3ì£?(2022.05.19 ~ 2022.05.25),3977,20.62857143,14.18571429,27.44285714,0.2,1251.99,569153,59970.4795,45813958,580,97
05??4ì£?(2022.05.26 ~ 2022.05.31),4015,20.58571429,14.21428571,27.07142857,0.271428571,1250.58,569153,59970.4795,45813958,580,97
06??1ì£?(2022.06.02 ~ 2022.06.08),4028,19.5,15.05714286,24.71428571,4.842857143,1279.32,340627,30860.4928,45813958,580,93.6
06??2ì£?(2022.06.09 ~ 2022.06.15),4163,19.88571429,15.78571429,24.78571429,2.671428571,1291.26,340627,30860.4928,45813958,580,94
06??3ì£?(2022.06.16 ~ 2022.06.22),4197,24.05714286,19.4,29.47142857,0.385714286,1288.89,340627,30860.4928,45813958,580,94
06??4ì£?(2022.06.23 ~ 2022.06.29),4081,25.72857143,22.87142857,29.08571429,13.4,1298.67,340627,30860.4928,45813958,580,94
06??5ì£?(2022.06.30 ~ 2022.07.06),4215,26.88571429,22.9,31.91428571,6.257142857,1294.68,340627,30860.4928,45813958,580,94
07??1ì£?(2022.07.07 ~ 2022.07.13),4519,26.05714286,23.2,29.88571429,8.557142857,1317.74,85464,9658.632,45813958,580,121.92
07??2ì£?(2022.07.14 ~ 2022.07.20),4817,25.08571429,21.52857143,29.65714286,6.885714286,1310.01,85464,9658.632,45813958,580,122
07??3ì£?(2022.07.21 ~ 2022.07.27),5721,24.88571429,21.7,29.07142857,5.557142857,1302.97,85464,9658.632,45813958,580,122
07??4ì£?(2022.07.28 ~ 2022.08.03),6580,27.14285714,24.27142857,30.74285714,8.9,1302.24,85464,9658.632,45813958,580,122
08??1ì£?(2022.08.04 ~ 2022.08.10),6257,27.78571429,24.97142857,31.44285714,13.88571429,1301.31,3572,1106.3292,45813958,580,159.3
08??2ì£?(2022.08.11 ~ 2022.08.17),6184,26.14285714,23.41428571,29.74285714,13.6,1335.61,3572,1106.3292,45813958,580,159
08??3ì£?(2022.08.18 ~ 2022.08.24),6024,24.9,21.21428571,29.02857143,5.314285714,1341.81,3572,1106.3292,45813958,580,159
08??4ì£?(2022.08.25 ~ 2022.08.31),5740,21.31428571,17.64285714,25.45714286,6.228571429,1361.15,3572,1106.3292,45813958,580,159
09??1ì£?(2022.09.01 ~ 2022.09.07),7149,21.92857143,18.31428571,26.25714286,19.81428571,1379.77,3131,1136.4636,45813958,580,210.56
09??2ì£?(2022.09.08 ~ 2022.09.14),8712,22.01428571,17.92857143,26.98571429,0.185714286,1384.77,3131,1136.4636,45813958,580,211
09??3ì£?(2022.09.15 ~ 2022.09.21),9169,22.61428571,18.42857143,27.54285714,1.485714286,1421.34,3131,1136.4636,45813958,580,211
09??4ì£?(2022.09.22 ~ 2022.09.28),7933,17.92857143,12.85714286,24.34285714,0.057142857,1439.96,3131,1136.4636,45813958,580,211
09??5ì£?(2022.09.29 ~ 2022.10.05),7238,19.21428571,14.37142857,25.37142857,7.957142857,1424.94,3131,1136.4636,45813958,580,211
10??1ì£?(2022.10.06 ~ 2022.10.12),6336,13.52857143,9.7,18.35714286,2.428571429,1440.44,455794,49036.6075,45813958,580,145.2
10??2ì£?(2022.10.13 ~ 2022.10.19),5910,13.58571429,8.114285714,20.12857143,0,1428.32,455794,49036.6075,45813958,580,145
10??3ì£?(2022.10.20 ~ 2022.10.26),4923,11.81428571,5.8,18.72857143,0.428571429,1421.66,455794,49036.6075,45813958,580,145
10??4ì£?(2022.10.27 ~ 2022.11.02),4528,12.3,6.814285714,19.62857143,0.271428571,1403.29,455794,49036.6075,45813958,580,145
11??1ì£?(2022.11.03 ~ 2022.11.09),4081,8.671428571,2.4,16.17142857,0,1313.69,894672,87630.7597,45813958,580,78.36
11??2ì£?(2022.11.10 ~ 2022.11.16),3191,11.44285714,6.271428571,17.82857143,3.542857143,1339.71,894672,87630.7597,45813958,580,78
11??3ì£?(2022.11.17 ~ 2022.11.23),3040,10.27142857,4.942857143,17.05714286,1.385714286,1334.48,894672,87630.7597,45813958,580,78
11??4ì£?(2022.11.24 ~ 2022.11.30),2913,7.514285714,1.542857143,14.02857143,3.871428571,1297.89,894672,87630.7597,45813958,580,78
12??1ì£?(2022.12.01 ~ 2022.12.07),2561,0.571428571,-3.8,5.414285714,0.085714286,1303.87,960956,86333.6556,45813958,558,62.24
12??2ì£?(2022.12.08 ~ 2022.12.14),2633,1.728571429,-2.957142857,7.214285714,0.442857143,1309.47,960956,86333.6556,45813958,558,62
12??3ì£?(2022.12.15 ~ 2022.12.21),2648,-3.342857143,-8.085714286,1.442857143,1.142857143,1279.55,960956,86333.6556,45813958,558,62
12??4ì£?(2022.12.22 ~ 2022.12.28),2568,-4.342857143,-8.928571429,1.271428571,0.514285714,1260.92,960956,86333.6556,45813958,558,62
12??5ì£?(2022.12.29 ~ 2023.01.04),2501,-1.6,-6.514285714,4.1,0,1253.5,960956,86333.6556,45813958,558,62
01??1ì£?(2023.01.05 ~ 2023.01.11),2513,1.442857143,-4.185714286,8.257142857,0.328571429,1237.26,675337,58266.2932,25883500,558,64.34
01??2ì£?(2023.01.12 ~ 2023.01.18),2530,2.557142857,-1.571428571,7,5.271428571,1228.86,675337,58266.2932,25883500,558,64
01??3ì£?(2023.01.19 ~ 2023.01.25),2524,-3.442857143,-8.657142857,2.657142857,0.071428571,1229.62,675337,58266.2932,25883500,558,64
01??4ì£?(2023.01.26 ~ 2023.02.01),2573,-1.771428571,-7.671428571,3.657142857,0.1,1247.46,675337,58266.2932,25883500,558,64
02??1ì£?(2023.02.02 ~ 2023.02.08),2572,0.828571429,-4.757142857,7.8,0,1267.45,351943,31924.7238,25883500,558,69.02
02??2ì£?(2023.02.09 ~ 2023.02.15),2550,3.128571429,-1.3,7.971428571,1.814285714,1295.87,351943,31924.7238,25883500,558,69
02??3ì£?(2023.02.16 ~ 2023.02.22),2509,2.542857143,-2.485714286,7.671428571,0.228571429,1314.45,351943,31924.7238,25883500,558,69
02??4ì£?(2023.02.23 ~ 2023.02.28),3177,4.042857143,-1.957142857,10.94285714,0.128571429,1295.73,351943,31924.7238,25883500,558,69
03??1ì£?(2023.03.02 ~ 2023.03.08),3304,7.371428571,0.157142857,15.1,0.028571429,1320.24,110177,10522.8338,25883500,558,78.58
03??2ì£?(2023.03.09 ~ 2023.03.15),3521,9.7,2.528571429,17.4,1.2,1308.37,110177,10522.8338,25883500,558,79
03??3ì£?(2023.03.16 ~ 2023.03.22),3565,9.685714286,2.971428571,16.81428571,0.2,1294.66,110177,10522.8338,25883500,558,79
03??4ì£?(2023.03.23 ~ 2023.03.29),3563,9.971428571,4.557142857,15.84285714,2.671428571,1306.11,110177,10522.8338,25883500,558,79
03??5ì£?(2023.03.30 ~ 2023.04.05),3581,13.94285714,6.514285714,21.27142857,5.442857143,1316.3,110177,10522.8338,25883500,558,79
04??1ì£?(2023.04.06 ~ 2023.04.12),3666,11.08571429,4.828571429,17.31428571,0.871428571,1304,44443,5907.924,25883500,558,89.31
04??2ì£?(2023.04.13 ~ 2023.04.19),4006,13.27142857,7.5,19.3,1.228571429,1329.36,44443,5907.924,25883500,558,89
04??3ì£?(2023.04.20 ~ 2023.04.26),4149,13.57142857,8.928571429,18.58571429,0.6,1337.78,44443,5907.924,25883500,558,89
04??4ì£?(2023.04.27 ~ 2023.05.03),4165,14.72857143,7.314285714,21.52857143,1.357142857,1317.47,44443,5907.924,25883500,558,89
05??1ì£?(2023.05.04 ~ 2023.05.10),4136,15.42857143,9.985714286,20.94285714,15.54285714,1342.41,304013,27046.3468,25883500,558,93.4
05??2ì£?(2023.05.11 ~ 2023.05.17),4089,18.65714286,11.64285714,25.75714286,0.228571429,1325.2,304013,27046.3468,25883500,558,93
05??3ì£?(2023.05.18 ~ 2023.05.24),4052,18.22857143,13.24285714,23.77142857,1.514285714,1322.66,304013,27046.3468,25883500,558,93
05??4ì£?(2023.05.25 ~ 2023.05.31),3981,20.22857143,16.51428571,24.35714286,10.27142857,1305.92,304013,27046.3468,25883500,558,93
06??1ì£?(2023.06.01 ~ 2023.06.07),3802,20.9,15.82857143,26.38571429,0.728571429,1287.32,744499,64022.0925,25883500,558,87.98
06??2ì£?(2023.06.08 ~ 2023.06.14),3716,21.52857143,17.3,27.4,2.757142857,1276.15,744499,64022.0925,25883500,558,88
06??3ì£?(2023.06.15 ~ 2023.06.21),3607,22.82857143,17.9,28.4,3.071428571,1308.41,744499,64022.0925,25883500,558,88
06??4ì£?(2023.06.22 ~ 2023.06.28),3915,23.58571429,19.55714286,28.14285714,14.65714286,1315.11,744499,64022.0925,25883500,558,88
06??5ì£?(2023.06.29 ~ 2023.07.05),4058,24.78571429,21.94285714,28.68571429,16.97142857,1297.9,744499,64022.0925,25883500,558,88
07??1ì£?(2023.07.06 ~ 2023.07.12),4077,24.67142857,21.35714286,28.82857143,13.72857143,1268.31,116624,10442.8666,25883500,558,93.41
07??2ì£?(2023.07.13 ~ 2023.07.19),4026,24.64285714,22.55714286,27.44285714,39.55714286,1286.19,116624,10442.8666,25883500,558,93
07??3ì£?(2023.07.20 ~ 2023.07.26),4239,25.74285714,22.75714286,30,9.928571429,1272.83,116624,10442.8666,25883500,558,93
07??4ì£?(2023.07.27 ~ 2023.08.02),4415,27.87142857,23.58571429,33.2,0.971428571,1304.08,116624,10442.8666,25883500,558,93
08??1ì£?(2023.08.03 ~ 2023.08.09),5240,28.24285714,24.28571429,33.17142857,4.657142857,1330.3,20589,2416.1576,25883500,558,132.99
08??2ì£?(2023.08.10 ~ 2023.08.16),5941,25.58571429,22.34285714,29.84285714,16.01428571,1339.17,20589,2416.1576,25883500,558,133
08??3ì£?(2023.08.17 ~ 2023.08.23),5795,26.82857143,23.57142857,31.51428571,6.742857143,1323.53,20589,2416.1576,25883500,558,133
08??4ì£?(2023.08.24 ~ 2023.08.30),5763,24.75714286,21.74285714,28.51428571,14.31428571,1317.55,20589,2416.1576,25883500,558,133
08??5ì£?(2023.08.31 ~ 2023.09.06),5582,24.57142857,20.81428571,29.58571429,2.685714286,1334.96,20589,2416.1576,25883500,558,133
09??1ì£?(2023.09.07 ~ 2023.09.13),5505,23.3,18.82857143,28.74285714,3.157142857,1328.46,65050,8687.3075,25883500,558,136.76
09??2ì£?(2023.09.14 ~ 2023.09.20),5485,22.98571429,20.6,26.44285714,18.82857143,1334.03,65050,8687.3075,25883500,558,137
09??3ì£?(2023.09.21 ~ 2023.09.27),2782,20.38571429,17.08571429,24.57142857,3.914285714,1352.31,65050,8687.3075,25883500,558,137
10??1ì£?(2023.10.04 ~ 2023.10.04),2813,18.35714286,13.85714286,24.01428571,0.871428571,1344.61,248847,24813.4793,25883500,558,137.7
10??1ì£?(2023.10.05 ~ 2023.10.11),2950,15.84285714,11.37142857,21.34285714,0.271428571,1352.21,248847,24813.4793,25883500,558,138
10??2ì£?(2023.10.12 ~ 2023.10.18),3051,14.91428571,9.485714286,21.71428571,0.3,1349.08,248847,24813.4793,25883500,558,138
10??3ì£?(2023.10.19 ~ 2023.10.25),2964,13.1,7.657142857,19.51428571,1.071428571,1354.91,248847,24813.4793,25883500,558,138
10??4ì£?(2023.10.26 ~ 2023.11.01),2863,14.1,8.585714286,21.01428571,0.471428571,1308.23,248847,24813.4793,25883500,558,138
11??1ì£?(2023.11.02 ~ 2023.11.08),2853,15.12857143,10.14285714,20.87142857,5.7,1316.51,891506,77581.4095,25883500,558,84.36
11??2ì£?(2023.11.09 ~ 2023.11.15),2877,6.157142857,0.842857143,12.07142857,1.114285714,1294.35,891506,77581.4095,25883500,558,84
11??3ì£?(2023.11.16 ~ 2023.11.22),2817,5.971428571,0.4,12.01428571,1.871428571,1302.97,891506,77581.4095,25883500,558,84
11??4ì£?(2023.11.23 ~ 2023.11.29),2818,4.528571429,-0.028571429,9.314285714,0.371428571,1293.4,891506,77581.4095,25883500,558,84
11??5ì£?(2023.11.30 ~ 2023.12.06),2839,2.385714286,-2.928571429,8.242857143,0.371428571,1316.41,891506,77581.4095,25883500,558,84
12??1ì£?(2023.12.07 ~ 2023.12.13),2908,9.471428571,4.671428571,14.32857143,4.942857143,1300.4,348725,29314.572,25883500,558,73.48
12??2ì£?(2023.12.14 ~ 2023.12.20),2899,0.028571429,-3.628571429,3.8,8.285714286,1297.25,348725,29314.572,25883500,558,73
12??3ì£?(2023.12.21 ~ 2023.12.27),2886,-2.942857143,-7,2.114285714,0.228571429,1294.4,348725,29314.572,25883500,558,73
12??4ì£?(2023.12.28 ~ 2024.01.03),2874,2.814285714,-0.914285714,7.214285714,1.028571429,1314.16,348725,29314.572,25883500,558,73
01??1ì£?(2024.01.04 ~ 2024.01.10),3078,0.7,-3.871428571,5.4,0.385714286,1313.22,383632,32058.8839,43375500.21,559.4850467,78.97
01??2ì£?(2024.01.11 ~ 2024.01.17),2752,1.3,-3.928571429,6.685714286,0.885714286,1333.66,383632,32058.8839,43375500.21,559.4850467,79
01??3ì£?(2024.01.18 ~ 2024.01.24),2921,0.171428571,-2.414285714,3.514285714,3.028571429,1336.75,383632,32058.8839,43375500.21,559.4850467,79
01??4ì£?(2024.01.25 ~ 2024.01.31),3290,0.142857143,-5.142857143,6.457142857,0.085714286,1337.76,383632,32058.8839,43375500.21,559.4850467,79
02??1ì£?(2024.02.01 ~ 2024.02.07),3015,3.357142857,0.457142857,6.828571429,2.757142857,1330.07,146071,13705.1694,43375500.21,559.4850467,83.49
02??2ì£?(2024.02.08 ~ 2024.02.14),3235,3.9,-1.8,10.31428571,0.314285714,1331.29,146071,13705.1694,43375500.21,559.4850467,83
02??3ì£?(2024.02.15 ~ 2024.02.21),3570,5.928571429,1.314285714,11.14285714,9.842857143,1329.95,146071,13705.1694,43375500.21,559.4850467,83
02??4ì£?(2024.02.22 ~ 2024.02.28),3793,3.2,0,7,1.471428571,1330.52,146071,13705.1694,43375500.21,559.4850467,83
02??5ì£?(2024.02.29 ~ 2024.03.06),3961,3.642857143,-0.757142857,8.057142857,1.128571429,1316,146071,13705.1694,43375500.21,559.4850467,83
03??1ì£?(2024.03.07 ~ 2024.03.13),3692,4.285714286,-1.171428571,10.14285714,0.214285714,1330.63,52380,6528.0483,43375500.21,258.5,93.96
03??2ì£?(2024.03.14 ~ 2024.03.20),3365,8.214285714,1.828571429,14.82857143,0.257142857,1343.43,52380,6528.0483,43375500.21,258.5,94
03??3ì£?(2024.03.21 ~ 2024.03.27),3702,9.3,4.071428571,14.72857143,4.628571429,1345.09,52380,6528.0483,43375500.21,258.5,94
03??4ì£?(2024.03.28 ~ 2024.04.03),4033,11.27142857,5.457142857,17.11428571,7.342857143,1350.91,52380,6528.0483,43375500.21,258.5,94
04??1ì£?(2024.04.04 ~ 2024.04.09),4334,13.27142857,7.542857143,19.5,0.071428571,1379.69,10490,2299.5257,43375500.21,258.5,117.95
04??2ì£?(2024.04.11 ~ 2024.04.17),4325,15.87142857,9.714285714,22.68571429,2.628571429,1374.3,10490,2299.5257,43375500.21,258.5,118
04??3ì£?(2024.04.18 ~ 2024.04.24),4529,15.11428571,10.72857143,19.98571429,2.885714286,1376.43,10490,2299.5257,43375500.21,258.5,118
04??4ì£?(2024.04.25 ~ 2024.04.30),4648,16.31428571,10.81428571,22.91428571,2.085714286,1354.63,10490,2299.5257,43375500.21,258.5,118
05??1ì£?(2024.05.02 ~ 2024.05.08),4340,15.98571429,10.75714286,21.47142857,9.885714286,1369.65,184522,15613.1664,43375500.21,258.5,108.01
05??2ì£?(2024.05.09 ~ 2024.05.14),3848,16.75714286,9.871428571,23.85714286,4.285714286,1351.76,184522,15613.1664,43375500.21,258.5,108
05??3ì£?(2024.05.16 ~ 2024.05.22),3730,18.44285714,11.85714286,25.41428571,0.514285714,1365.93,184522,15613.1664,43375500.21,258.5,108
05??4ì£?(2024.05.23 ~ 2024.05.29),3544,19.42857143,13.91428571,25.32857143,1.857142857,1381.68,184522,15613.1664,43375500.21,258.5,108
05??5ì£?(2024.05.30 ~ 2024.06.05),3637,19.58571429,14.07142857,25.67142857,0.185714286,1378.8,184522,15613.1664,43375500.21,258.5,108
06??1ì£?(2024.06.07 ~ 2024.06.12),3623,22.24285714,17.02857143,28.15714286,2.057142857,1381.84,228487,19218.5796,43375500.21,559.4850467,83.24
06??2ì£?(2024.06.13 ~ 2024.06.19),3414,24.34285714,18.05714286,31.1,0.6,1387.01,228487,19218.5796,43375500.21,559.4850467,83
06??3ì£?(2024.06.20 ~ 2024.06.26),3488,23.51428571,19.4,28.2,5.571428571,1380.73,228487,19218.5796,43375500.21,559.4850467,83
06??4ì£?(2024.06.27 ~ 2024.07.03),3867,24.07142857,20.35714286,28.31428571,17.65714286,1376.57,228487,19218.5796,43375500.21,559.4850467,83
07??1ì£?(2024.07.04 ~ 2024.07.10),4434,25.38571429,22.62857143,28.68571429,20.14285714,1373.67,2220,456.4472,43375500.21,559.4850467,105.95
07??2ì£?(2024.07.11 ~ 2024.07.17),4750,24.81428571,21.92857143,28.71428571,10.65714286,1388.79,2220,456.4472,43375500.21,559.4850467,106
07??3ì£?(2024.07.18 ~ 2024.07.24),5125,26.88571429,24.1,30.34285714,13.12857143,1383.72,2220,456.4472,43375500.21,559.4850467,106
07??4ì£?(2024.07.25 ~ 2024.07.31),5542,28.4,25.2,32.6,2.871428571,1356.63,2220,456.4472,43375500.21,559.4850467,106
08??1ì£?(2024.08.01 ~ 2024.08.07),5412,28.84285714,25.15714286,33.9,2.9,1364.19,2488,627.4728324,43375500.21,559.4850467,145.75
08??2ì£?(2024.08.08 ~ 2024.08.14),5917,28.14285714,24,33.44285714,0.928571429,1349.11,2488,620.5366356,43375500.21,559.4850467,145.75
08??3ì£?(2024.08.16 ~ 2024.08.21),6890,28.04285714,24.34285714,33.04285714,5.971428571,1323.43,2488,608.7248628,43375500.21,559.4850467,145.75
08??4ì£?(2024.08.22 ~ 2024.08.28),7423,27.2,23.7,31.8,2.171428571,1336.56,2488,614.7641376,43375500.21,559.4850467,145.75
08??5ì£?(2024.08.29 ~ 2024.09.04),6576,25.82,21.38571429,31.11428571,0.814285714,1337.26,2488,615.0861096,43375500.21,559.4850467,145.75
