week,¼Ò¸Å°¡,Æò±Õ±â¿Â,ÃÖÀú±â¿Â,ÃÖ°í±â¿Â,°­¼ö·®,È¯À²,¼öÀÔ·®,¼öÀÔ¾×,»ý»ê·®,Àç¹è¸éÀû,¹°°¡Áö¼ö
09??1ì£?(2016.09.01 ~ 2016.09.07),1601,23.54285714,20.22857143,28.04285714,8.014285714,1108.73,205.89,12424.71893,275.727825,382.6153846,69.913
09??2ì£?(2016.09.08 ~ 2016.09.13),1559,22.48571429,18.71428571,27.62857143,2.671428571,1126.06,205.89,12424.71893,275.727825,382.6153846,69.913
09??3ì£?(2016.09.19 ~ 2016.09.21),1615,20.41428571,16.94285714,24.52857143,13.9,1104.02,205.89,12424.71893,275.727825,382.6153846,69.913
09??4ì£?(2016.09.22 ~ 2016.09.28),1657,20.84285714,16.92857143,26.04285714,2.171428571,1101.91,205.89,12424.71893,275.727825,382.6153846,69.913
09??5ì£?(2016.09.29 ~ 2016.10.05),1691,20.04285714,17.05714286,23.8,12.01428571,1115.76,205.89,12424.71893,275.727825,382.6153846,69.913
10??1ì£?(2016.10.06 ~ 2016.10.12),1635,15.72857143,11.62857143,21.04285714,4.7,1136.41,177.0925,10503.30938,275.727825,382.6153846,74.107
10??2ì£?(2016.10.13 ~ 2016.10.19),1690,16.17142857,11.84285714,22.14285714,2.685714286,1136.21,177.0925,10503.30938,275.727825,382.6153846,74.107
10??3ì£?(2016.10.20 ~ 2016.10.26),1724,15.31428571,11.77142857,19.55714286,2.414285714,1147.32,177.0925,10503.30938,275.727825,382.6153846,74.107
10??4ì£?(2016.10.27 ~ 2016.11.02),1695,9.357142857,4.971428571,13.98571429,0.957142857,1141.45,177.0925,10503.30938,275.727825,382.6153846,74.107
11??1ì£?(2016.11.03 ~ 2016.11.09),1685,9.957142857,4.957142857,15.62857143,0.728571429,1165.58,192,11885.48795,275.727825,382.6153846,78.431
11??2ì£?(2016.11.10 ~ 2016.11.16),1712,9.942857143,4.428571429,15.98571429,1.328571429,1181.08,192,11885.48795,275.727825,382.6153846,78.431
11??3ì£?(2016.11.17 ~ 2016.11.23),1743,9.142857143,4.7,14.1,2.157142857,1175.77,192,11885.48795,275.727825,382.6153846,78.431
11??4ì£?(2016.11.24 ~ 2016.11.30),1736,3,-1.242857143,7.928571429,0.742857143,1167.32,192,11885.48795,275.727825,382.6153846,78.431
12??1ì£?(2016.12.01 ~ 2016.12.07),1677,4.3,-1.128571429,10.17142857,0.042857143,1172.89,164.803,10729.4277,275.727825,382.6153846,81.895
12??2ì£?(2016.12.08 ~ 2016.12.14),1780,2.857142857,-2.142857143,8.314285714,0.8,1186.58,164.803,10729.4277,275.727825,382.6153846,81.895
12??3ì£?(2016.12.15 ~ 2016.12.21),1768,4.057142857,-0.671428571,9.071428571,4.185714286,1200.36,164.803,10729.4277,275.727825,382.6153846,81.895
12??4ì£?(2016.12.22 ~ 2016.12.28),1797,2.557142857,-1.128571429,6.928571429,3.928571429,1207.26,164.803,10729.4277,275.727825,382.6153846,81.895
12??5ì£?(2016.12.29 ~ 2017.01.04),1789,2.157142857,-2.528571429,7.871428571,0.028571429,1202,164.803,10729.4277,275.727825,382.6153846,81.895
01??1ì£?(2017.01.05 ~ 2017.01.11),1834,3.4,-1,8,0.557142857,1175,213.8025,13355.95725,2384.364168,375.7307692,85.862
01??2ì£?(2017.01.12 ~ 2017.01.18),2021,-2.214285714,-7.014285714,3.471428571,0.071428571,1175.39,213.8025,13355.95725,2384.364168,375.7307692,85.862
01??3ì£?(2017.01.19 ~ 2017.01.25),2147,-3.171428571,-7.871428571,2,0.657142857,1178.82,213.8025,13355.95725,2384.364168,375.7307692,85.862
01??4ì£?(2017.01.26 ~ 2017.02.01),2193,-0.1,-5.528571429,5.5,0.9,1138.52,213.8025,13355.95725,2384.364168,375.7307692,85.862
02??1ì£?(2017.02.02 ~ 2017.02.08),2302,1.557142857,-3.242857143,6.914285714,0.271428571,1146.6,168.13825,10316.1065,2384.364168,375.7307692,92.675
02??2ì£?(2017.02.09 ~ 2017.02.15),2318,-0.685714286,-5.714285714,4.828571429,0.157142857,1150.78,168.13825,10316.1065,2384.364168,375.7307692,92.675
02??3ì£?(2017.02.16 ~ 2017.02.22),2340,3.342857143,-3.185714286,9.285714286,3.8,1130.5,168.13825,10316.1065,2384.364168,375.7307692,92.675
02??4ì£?(2017.02.23 ~ 2017.02.28),2374,3.3,-2.228571429,9.585714286,0.314285714,1152.32,168.13825,10316.1065,2384.364168,375.7307692,92.675
03??1ì£?(2017.03.02 ~ 2017.03.08),2307,3.328571429,-1.9,9.114285714,0.428571429,1148.81,169.85,10226.06625,2384.364168,375.7307692,108.215
03??2ì£?(2017.03.09 ~ 2017.03.15),2318,6.228571429,-0.485714286,13.35714286,0.085714286,1129.04,169.85,10226.06625,2384.364168,375.7307692,108.215
03??3ì£?(2017.03.16 ~ 2017.03.22),2373,7.471428571,0.614285714,14.77142857,0.614285714,1117.56,169.85,10226.06625,2384.364168,375.7307692,108.215
03??4ì£?(2017.03.23 ~ 2017.03.29),2470,7.271428571,2.857142857,12.47142857,1.485714286,1117.65,169.85,10226.06625,2384.364168,375.7307692,108.215
03??5ì£?(2017.03.30 ~ 2017.04.05),2577,10.44285714,4.571428571,16.6,3.557142857,1137.89,169.85,10226.06625,2384.364168,375.7307692,108.215
04??1ì£?(2017.04.06 ~ 2017.04.12),2726,13.42857143,8.6,19.38571429,3.042857143,1135.45,166.7275,9842.371,2384.364168,375.7307692,112.418
04??2ì£?(2017.04.13 ~ 2017.04.19),2625,14.77142857,8.785714286,21.27142857,2.771428571,1133.57,166.7275,9842.371,2384.364168,375.7307692,112.418
04??3ì£?(2017.04.20 ~ 2017.04.26),2429,14.17142857,8.071428571,20.61428571,0.428571429,1136.87,166.7275,9842.371,2384.364168,375.7307692,112.418
04??4ì£?(2017.04.27 ~ 2017.05.02),2150,16.85714286,8.985714286,24.65714286,0,1134.71,166.7275,9842.371,2384.364168,375.7307692,112.418
05??1ì£?(2017.05.04 ~ 2017.05.10),1989,17.35714286,11.85714286,23.21428571,2.328571429,1122.41,163.05,9991.125,2384.364168,375.7307692,117.203
05??2ì£?(2017.05.11 ~ 2017.05.17),2023,17.28571429,11.8,23.34285714,0.8,1116.61,163.05,9991.125,2384.364168,375.7307692,117.203
05??3ì£?(2017.05.18 ~ 2017.05.24),2024,20.35714286,13.62857143,27.34285714,0.714285714,1117.83,163.05,9991.125,2384.364168,375.7307692,117.203
05??4ì£?(2017.05.25 ~ 2017.05.31),2090,20.27142857,13.57142857,27.4,0.357142857,1117.39,163.05,9991.125,2384.364168,375.7307692,117.203
06??1ì£?(2017.06.01 ~ 2017.06.07),1994,19.32857143,13.94285714,25.1,2.757142857,1124.29,161.2775,9779.83925,2384.364168,375.7307692,94.294
06??2ì£?(2017.06.08 ~ 2017.06.14),2050,20.5,15.14285714,26.58571429,0.542857143,1132.07,161.2775,9779.83925,2384.364168,375.7307692,94.294
06??3ì£?(2017.06.15 ~ 2017.06.21),1998,23.05714286,16.98571429,29.78571429,0.342857143,1133.89,161.2775,9779.83925,2384.364168,375.7307692,94.294
06??4ì£?(2017.06.22 ~ 2017.06.28),1983,23.42857143,19.18571429,29.11428571,4.257142857,1144.43,161.2775,9779.83925,2384.364168,375.7307692,94.294
06??5ì£?(2017.06.29 ~ 2017.07.05),1890,25.3,22.28571429,29.55714286,12.08571429,1152.74,161.2775,9779.83925,2384.364168,375.7307692,94.294
07??1ì£?(2017.07.06 ~ 2017.07.12),1963,26.25714286,23.15714286,30.28571429,12.12857143,1128.09,164.974,9617.7375,2384.364168,375.7307692,92.066
07??2ì£?(2017.07.13 ~ 2017.07.19),1911,26.55714286,23.12857143,31.2,9.314285714,1117.83,164.974,9617.7375,2384.364168,375.7307692,92.066
07??3ì£?(2017.07.20 ~ 2017.07.26),1945,27.47142857,24.14285714,31.77142857,5.6,1123.69,164.974,9617.7375,2384.364168,375.7307692,92.066
07??4ì£?(2017.07.27 ~ 2017.08.02),2021,25.94285714,22.68571429,30.18571429,6.042857143,1127.77,164.974,9617.7375,2384.364168,375.7307692,92.066
08??1ì£?(2017.08.03 ~ 2017.08.09),1997,28.02857143,24.02857143,32.88571429,2.271428571,1141.86,260.9075,14978.7378,2384.364168,375.7307692,90.517
08??2ì£?(2017.08.10 ~ 2017.08.16),1985,24.54285714,21.98571429,28,15.25714286,1138.77,260.9075,14978.7378,2384.364168,375.7307692,90.517
08??3ì£?(2017.08.17 ~ 2017.08.23),2008,25.57142857,22.7,29.78571429,12.68571429,1120.59,260.9075,14978.7378,2384.364168,375.7307692,90.517
08??4ì£?(2017.08.24 ~ 2017.08.30),2045,23.6,19.07142857,28.68571429,3.842857143,1120.69,260.9075,14978.7378,2384.364168,375.7307692,90.517
08??5ì£?(2017.08.31 ~ 2017.09.06),2055,21.12857143,16.52857143,26.31428571,2.428571429,1130.97,260.9075,14978.7378,2384.364168,375.7307692,90.517
09??1ì£?(2017.09.07 ~ 2017.09.13),2051,21.55714286,17.22857143,27.21428571,6.857142857,1132.21,279.295,16229.5689,2384.364168,375.7307692,95.355
09??2ì£?(2017.09.14 ~ 2017.09.20),2056,20.68571429,15.55714286,26.05714286,0.828571429,1132.13,279.295,16229.5689,2384.364168,375.7307692,95.355
09??3ì£?(2017.09.21 ~ 2017.09.27),2040,20.28571429,15.4,26.5,3,1144.29,279.295,16229.5689,2384.364168,375.7307692,95.355
09??4ì£?(2017.09.28 ~ 2017.09.29),2117,17.78571429,13.21428571,23.3,5.3,1144.31,279.295,16229.5689,2384.364168,375.7307692,95.355
10??2ì£?(2017.10.10 ~ 2017.10.11),2134,18.94285714,15.27142857,23.8,2.485714286,1125.67,136.05025,8040.03,2384.364168,375.7307692,98.87
10??2ì£?(2017.10.12 ~ 2017.10.18),2167,14.44285714,10.28571429,19.27142857,1.485714286,1131.31,136.05025,8040.03,2384.364168,375.7307692,98.87
10??3ì£?(2017.10.19 ~ 2017.10.25),2133,13.91428571,8.785714286,20.58571429,0.1,1124.97,136.05025,8040.03,2384.364168,375.7307692,98.87
10??4ì£?(2017.10.26 ~ 2017.11.01),2146,12.01428571,6.171428571,18.94285714,0.271428571,1115.29,136.05025,8040.03,2384.364168,375.7307692,98.87
11??1ì£?(2017.11.02 ~ 2017.11.08),2067,11.2,5.371428571,17.8,0.4,1119.87,238.6225,13432.32475,2384.364168,375.7307692,101.602
11??2ì£?(2017.11.09 ~ 2017.11.15),2162,7.985714286,2.1,14.54285714,0.342857143,1093.32,238.6225,13432.32475,2384.364168,375.7307692,101.602
11??3ì£?(2017.11.16 ~ 2017.11.22),1989,3.185714286,-1.985714286,8.857142857,0.1,1084.61,238.6225,13432.32475,2384.364168,375.7307692,101.602
11??4ì£?(2017.11.23 ~ 2017.11.29),2138,4.742857143,-0.671428571,10.6,0.928571429,1082.47,238.6225,13432.32475,2384.364168,375.7307692,101.602
11??5ì£?(2017.11.30 ~ 2017.12.06),2148,1.1,-3.928571429,6.571428571,0.257142857,1091.85,238.6225,13432.32475,2384.364168,375.7307692,101.602
12??1ì£?(2017.12.07 ~ 2017.12.13),2130,-1.242857143,-5.4,3.642857143,0.5,1087.95,185.8025,10419.27405,2384.364168,375.7307692,99.479
12??2ì£?(2017.12.14 ~ 2017.12.20),2132,-1.985714286,-7.614285714,3.385714286,0.2,1076.74,185.8025,10419.27405,2384.364168,375.7307692,99.479
12??3ì£?(2017.12.21 ~ 2017.12.27),2096,0.785714286,-3.5,5.957142857,2.042857143,1066.37,185.8025,10419.27405,2384.364168,375.7307692,99.479
12??4ì£?(2017.12.28 ~ 2018.01.03),2155,0.657142857,-4.014285714,5.485714286,0.142857143,1061.53,185.8025,10419.27405,2384.364168,375.7307692,99.479
01??1ì£?(2018.01.04 ~ 2018.01.10),2063,-0.9,-4.614285714,3.214285714,0.928571429,1058.99,223.22625,12568.64648,31686.85418,508.1730769,101.611
01??2ì£?(2018.01.11 ~ 2018.01.17),2070,-1.085714286,-5.785714286,4.085714286,1.842857143,1067.11,223.22625,12568.64648,31686.85418,508.1730769,101.611
01??3ì£?(2018.01.18 ~ 2018.01.24),2076,-0.928571429,-4.985714286,4.585714286,0.171428571,1063.67,223.22625,12568.64648,31686.85418,508.1730769,101.611
01??4ì£?(2018.01.25 ~ 2018.01.31),2086,-5.928571429,-10.72857143,-0.671428571,0.028571429,1089.37,223.22625,12568.64648,31686.85418,508.1730769,101.611
02??1ì£?(2018.02.01 ~ 2018.02.07),2074,-5.457142857,-10.3,-0.171428571,0.1,1084.67,162.483,9330.579,31686.85418,508.1730769,99.88
02??2ì£?(2018.02.08 ~ 2018.02.14),2113,-0.628571429,-6.828571429,5.314285714,0.171428571,1066.19,162.483,9330.579,31686.85418,508.1730769,99.88
02??3ì£?(2018.02.19 ~ 2018.02.21),2104,1.357142857,-3.8,7.171428571,0,1076,162.483,9330.579,31686.85418,508.1730769,99.88
02??4ì£?(2018.02.22 ~ 2018.02.28),2084,3.885714286,-2.085714286,10.31428571,4.342857143,1078.69,162.483,9330.579,31686.85418,508.1730769,99.88
03??1ì£?(2018.03.02 ~ 2018.03.07),2078,5.571428571,0.114285714,11.61428571,4.871428571,1064.38,272.635,14638.16,31686.85418,508.1730769,99.958
03??2ì£?(2018.03.08 ~ 2018.03.14),2074,7.628571429,1.671428571,14.11428571,2.4,1069.53,272.635,14638.16,31686.85418,508.1730769,99.958
03??3ì£?(2018.03.15 ~ 2018.03.21),1709,6.714285714,2.571428571,10.84285714,8.528571429,1082.87,272.635,14638.16,31686.85418,508.1730769,99.958
03??4ì£?(2018.03.22 ~ 2018.03.28),1615,10.25714286,3.328571429,17.64285714,0,1060.25,272.635,14638.16,31686.85418,508.1730769,99.958
03??5ì£?(2018.03.29 ~ 2018.04.04),1561,14.9,9.128571429,21.47142857,2.142857143,1069.75,272.635,14638.16,31686.85418,508.1730769,99.958
04??1ì£?(2018.04.05 ~ 2018.04.11),1545,9.985714286,4.7,15.05714286,4.942857143,1070.68,229.975,12671.4996,31686.85418,508.1730769,95.79
04??2ì£?(2018.04.12 ~ 2018.04.18),1552,11.81428571,5.871428571,18.15714286,3.271428571,1070.1,229.975,12671.4996,31686.85418,508.1730769,95.79
04??3ì£?(2018.04.19 ~ 2018.04.25),1560,14.72857143,8.657142857,21.3,8.742857143,1066.73,229.975,12671.4996,31686.85418,508.1730769,95.79
04??4ì£?(2018.04.26 ~ 2018.05.02),1821,16.31428571,9.642857143,23.08571429,1.914285714,1073.11,229.975,12671.4996,31686.85418,508.1730769,95.79
05??1ì£?(2018.05.03 ~ 2018.05.09),1808,15.08571429,10.38571429,20.14285714,4.7,1066.89,193.3375,11159.8416,31686.85418,508.1730769,83.983
05??2ì£?(2018.05.10 ~ 2018.05.16),1799,18.58571429,13.47142857,24.11428571,3.7,1080.57,193.3375,11159.8416,31686.85418,508.1730769,83.983
05??3ì£?(2018.05.17 ~ 2018.05.23),1696,17.64285714,12.65714286,22.92857143,6.714285714,1077.37,193.3375,11159.8416,31686.85418,508.1730769,83.983
05??4ì£?(2018.05.24 ~ 2018.05.30),1585,20.1,13.97142857,26.5,0.614285714,1070.73,193.3375,11159.8416,31686.85418,508.1730769,83.983
05??5ì£?(2018.05.31 ~ 2018.06.05),1663,21.97142857,15.84285714,28.72857143,0.2,1073.93,193.3375,11159.8416,31686.85418,508.1730769,83.983
06??1ì£?(2018.06.07 ~ 2018.06.12),1633,20.7,16.95714286,25.52857143,1.457142857,1102.42,178.4825,10668.06255,31686.85418,508.1730769,81.225
06??2ì£?(2018.06.14 ~ 2018.06.20),1690,21.14285714,16.77142857,26.52857143,0.771428571,1111,178.4825,10668.06255,31686.85418,508.1730769,81.225
06??3ì£?(2018.06.21 ~ 2018.06.27),1666,24.22857143,19.11428571,30.11428571,8.685714286,1113.91,178.4825,10668.06255,31686.85418,508.1730769,81.225
06??4ì£?(2018.06.28 ~ 2018.07.04),1656,23.85714286,20.98571429,27.67142857,26.87142857,1114.69,178.4825,10668.06255,31686.85418,508.1730769,81.225
07??1ì£?(2018.07.05 ~ 2018.07.11),1516,22.55714286,19.78571429,26.04285714,4.871428571,1129,208.95775,11720.49833,31686.85418,508.1730769,78.327
07??2ì£?(2018.07.12 ~ 2018.07.18),1602,27.91428571,23.41428571,33.18571429,0,1126.9,208.95775,11720.49833,31686.85418,508.1730769,78.327
07??3ì£?(2018.07.19 ~ 2018.07.25),1590,29.24285714,24.41428571,34.95714286,0,1114.65,208.95775,11720.49833,31686.85418,508.1730769,78.327
07??4ì£?(2018.07.26 ~ 2018.08.01),1569,29.48571429,24.84285714,35.14285714,0.571428571,1122.34,208.95775,11720.49833,31686.85418,508.1730769,78.327
08??1ì£?(2018.08.02 ~ 2018.08.08),1572,29.58571429,25.41428571,34.95714286,2.371428571,1129.17,217.248,12541.9722,31686.85418,508.1730769,73.907
08??2ì£?(2018.08.09 ~ 2018.08.14),1542,28.71428571,24.68571429,34.08571429,2.428571429,1119.52,217.248,12541.9722,31686.85418,508.1730769,73.907
08??3ì£?(2018.08.16 ~ 2018.08.22),1564,26.24285714,21.24285714,31.84285714,1.057142857,1114.33,217.248,12541.9722,31686.85418,508.1730769,73.907
08??4ì£?(2018.08.23 ~ 2018.08.29),1599,24.88571429,22.24285714,28.35714286,27.71428571,1115.46,217.248,12541.9722,31686.85418,508.1730769,73.907
08??5ì£?(2018.08.30 ~ 2018.09.05),1577,23.78571429,20.24285714,28.08571429,16.45714286,1127.57,217.248,12541.9722,31686.85418,508.1730769,73.907
09??1ì£?(2018.09.06 ~ 2018.09.12),1509,20.71428571,15.84285714,26.01428571,0.9,1120.66,218.996,12415.60748,31686.85418,508.1730769,69.696
09??2ì£?(2018.09.13 ~ 2018.09.19),1614,21.52857143,18.34285714,25.65714286,2.728571429,1113.95,218.996,12415.60748,31686.85418,508.1730769,69.696
09??3ì£?(2018.09.20 ~ 2018.09.21),1646,18.44285714,14.38571429,23.35714286,5.8,1109.98,218.996,12415.60748,31686.85418,508.1730769,69.696
09??4ì£?(2018.09.27 ~ 2018.10.02),1671,16.88571429,11.84285714,22.85714286,0.528571429,1131.13,218.996,12415.60748,31686.85418,508.1730769,69.696
10??1ì£?(2018.10.04 ~ 2018.10.10),1696,16.45714286,12.02857143,21.18571429,20.15714286,1130.3,262.16,15109.87725,31686.85418,508.1730769,71.592
10??2ì£?(2018.10.11 ~ 2018.10.17),1593,12.2,6.828571429,18.92857143,0.257142857,1131.15,262.16,15109.87725,31686.85418,508.1730769,71.592
10??3ì£?(2018.10.18 ~ 2018.10.24),1626,12.14285714,6.5,19.6,1.071428571,1139.28,262.16,15109.87725,31686.85418,508.1730769,71.592
10??4ì£?(2018.10.25 ~ 2018.10.31),1660,10.12857143,5.228571429,15.65714286,1.785714286,1117.1,262.16,15109.87725,31686.85418,508.1730769,71.592
11??1ì£?(2018.11.01 ~ 2018.11.07),1682,10.27142857,4.114285714,18.14285714,0.9,1129.69,272.92,15954.60463,31686.85418,508.1730769,73.872
11??2ì£?(2018.11.08 ~ 2018.11.14),1624,10.48571429,6.085714286,15.98571429,5.414285714,1120.4,272.92,15954.60463,31686.85418,508.1730769,73.872
11??3ì£?(2018.11.15 ~ 2018.11.21),1613,7.285714286,2.357142857,13.31428571,0.257142857,1132.5,272.92,15954.60463,31686.85418,508.1730769,73.872
11??4ì£?(2018.11.22 ~ 2018.11.28),1638,5.057142857,0.242857143,10.95714286,0.614285714,1119.44,272.92,15954.60463,31686.85418,508.1730769,73.872
11??5ì£?(2018.11.29 ~ 2018.12.05),1631,7.171428571,2.171428571,12.55714286,3,1123.85,272.92,15954.60463,31686.85418,508.1730769,73.872
12??1ì£?(2018.12.06 ~ 2018.12.12),1657,-1.5,-5.257142857,3.071428571,0.628571429,1131.7,220.2625,12886.06003,31686.85418,508.1730769,72.175
12??2ì£?(2018.12.13 ~ 2018.12.19),1671,0.971428571,-3.914285714,6.6,0.142857143,1128.04,220.2625,12886.06003,31686.85418,508.1730769,72.175
12??3ì£?(2018.12.20 ~ 2018.12.26),1644,3.442857143,-1.514285714,9.114285714,0.128571429,1116.05,220.2625,12886.06003,31686.85418,508.1730769,72.175
12??4ì£?(2018.12.27 ~ 2019.01.02),1685,-4.2,-8.628571429,0.9,0.028571429,1115.85,220.2625,12886.06003,31686.85418,508.1730769,72.175
01??1ì£?(2019.01.03 ~ 2019.01.09),1627,-1.142857143,-6.4,4.842857143,0,1117.23,329.75925,19315.2861,3321.778325,418.7884615,69.87
01??2ì£?(2019.01.10 ~ 2019.01.16),1650,0.8,-3.742857143,6.314285714,0.357142857,1125.08,329.75925,19315.2861,3321.778325,418.7884615,69.87
01??3ì£?(2019.01.17 ~ 2019.01.23),1610,1.7,-3.642857143,7.585714286,0.042857143,1117.78,329.75925,19315.2861,3321.778325,418.7884615,69.87
01??4ì£?(2019.01.24 ~ 2019.01.30),1522,0.628571429,-5.214285714,7.128571429,0.028571429,1118.4,329.75925,19315.2861,3321.778325,418.7884615,69.87
01??5ì£?(2019.01.31 ~ 2019.02.01),1556,2.528571429,-2.785714286,8.257142857,2.528571429,1123.5,329.75925,19315.2861,3321.778325,418.7884615,69.87
02??1ì£?(2019.02.07 ~ 2019.02.13),1596,-0.485714286,-5.014285714,4.385714286,0.071428571,1125.44,172.4075,10100.60865,3321.778325,418.7884615,69.234
02??2ì£?(2019.02.14 ~ 2019.02.20),1570,1.428571429,-2.671428571,6.042857143,2.428571429,1121.99,172.4075,10100.60865,3321.778325,418.7884615,69.234
02??3ì£?(2019.02.21 ~ 2019.02.27),1504,5.171428571,-0.614285714,12.2,0.057142857,1126.67,172.4075,10100.60865,3321.778325,418.7884615,69.234
02??4ì£?(2019.02.28 ~ 2019.03.06),1569,7.742857143,1.785714286,14.34285714,0.157142857,1132.9,172.4075,10100.60865,3321.778325,418.7884615,69.234
03??1ì£?(2019.03.07 ~ 2019.03.13),1497,6.342857143,0.528571429,12.54285714,1.528571429,1134.7,208.7495,11705.93483,3321.778325,418.7884615,67.66
03??2ì£?(2019.03.14 ~ 2019.03.20),1539,7.571428571,1.128571429,14.21428571,2.8,1135.11,208.7495,11705.93483,3321.778325,418.7884615,67.66
03??3ì£?(2019.03.21 ~ 2019.03.27),1579,7.771428571,1.728571429,14.21428571,0.514285714,1136.1,208.7495,11705.93483,3321.778325,418.7884615,67.66
03??4ì£?(2019.03.28 ~ 2019.04.03),1511,7.657142857,2.385714286,13.4,0.542857143,1136.69,208.7495,11705.93483,3321.778325,418.7884615,67.66
04??1ì£?(2019.04.04 ~ 2019.04.10),1616,10.57142857,4.528571429,16.95714286,5.014285714,1133.72,200.9575,11346.58893,3321.778325,418.7884615,66.72
04??2ì£?(2019.04.11 ~ 2019.04.17),1627,11.72857143,4.714285714,18.78571429,0.2,1135.58,200.9575,11346.58893,3321.778325,418.7884615,66.72
04??3ì£?(2019.04.18 ~ 2019.04.24),2036,15.85714286,10.58571429,21.75714286,1.814285714,1157.9,200.9575,11346.58893,3321.778325,418.7884615,66.72
