week,家概啊,乞闭扁柯,弥历扁柯,弥绊扁柯,碍荐樊,券啦,荐免樊,荐免啊,荐涝樊,荐涝啊,积魂樊,犁硅搁利,拱啊瘤荐,market price,
09岿 4林 (2016.09.22 ~ 2016.09.28),2969,20.84285714,16.92857143,26.04285714,2.171428571,1101.91,4,349.7567,75,18491605,21087,354,73,92.811,
09岿 5林 (2016.09.29 ~ 2016.10.05),2991,20.04285714,17.05714286,23.8,12.01428571,1115.76,4,349.7567,75,18491605,21087,354,73,92.811,
10岿 1林 (2016.10.06 ~ 2016.10.12),3358,15.72857143,11.62857143,21.04285714,4.7,1136.41,11,874.8281,212,43425281,21087,354,121.784,89.764,
10岿 2林 (2016.10.13 ~ 2016.10.19),3404,16.17142857,11.84285714,22.14285714,2.685714286,1136.21,11,874.8281,212,43425281,21087,354,122,89.764,
10岿 3林 (2016.10.20 ~ 2016.10.26),3387,15.31428571,11.77142857,19.55714286,2.414285714,1147.32,11,874.8281,212,43425281,21087,354,122,89.764,
10岿 4林 (2016.10.27 ~ 2016.11.02),3223,9.357142857,4.971428571,13.98571429,0.957142857,1141.45,11,874.8281,212,43425281,21087,354,122,89.764,
11岿 1林 (2016.11.03 ~ 2016.11.09),2658,9.957142857,4.957142857,15.62857143,0.728571429,1165.58,21,1726.0058,375,84169761,21087,354,123.089,87.833,
11岿 2林 (2016.11.10 ~ 2016.11.16),2420,9.942857143,4.428571429,15.98571429,1.328571429,1181.08,21,1726.0058,375,84169761,21087,354,123,87.833,
11岿 3林 (2016.11.17 ~ 2016.11.23),2396,9.142857143,4.7,14.1,2.157142857,1175.77,21,1726.0058,375,84169761,21087,354,123,87.833,
11岿 4林 (2016.11.24 ~ 2016.11.30),2438,3,-1.242857143,7.928571429,0.742857143,1167.32,21,1726.0058,375,84169761,21087,354,123,87.833,
12岿 1林 (2016.12.01 ~ 2016.12.07),2381,4.3,-1.128571429,10.17142857,0.042857143,1172.89,53,5374.4654,222,58247187,21087,354,102.393,89.412,
12岿 2林 (2016.12.08 ~ 2016.12.14),2481,2.857142857,-2.142857143,8.314285714,0.8,1186.58,53,5374.4654,222,58247187,21087,354,102,89.412,
12岿 3林 (2016.12.15 ~ 2016.12.21),2834,4.057142857,-0.671428571,9.071428571,4.185714286,1200.36,53,5374.4654,222,58247187,21087,354,102,89.412,
12岿 4林 (2016.12.22 ~ 2016.12.28),2987,2.557142857,-1.128571429,6.928571429,3.928571429,1207.26,53,5374.4654,222,58247187,21087,354,102,89.412,
12岿 5林 (2016.12.29 ~ 2017.01.04),3014,2.157142857,-2.528571429,7.871428571,0.028571429,1202,53,5374.4654,222,58247187,21087,354,102,89.412,
01岿 1林 (2017.01.05 ~ 2017.01.11),3064,3.4,-1,8,0.557142857,1175,57,5264.4218,262,60989284,24145,420.7115385,118.023,93.827,
01岿 2林 (2017.01.12 ~ 2017.01.18),2722,-2.214285714,-7.014285714,3.471428571,0.071428571,1175.39,57,5264.4218,262,60989284,24145,420.7115385,118,93.827,
01岿 3林 (2017.01.19 ~ 2017.01.25),2543,-3.171428571,-7.871428571,2,0.657142857,1178.82,57,5264.4218,262,60989284,24145,420.7115385,118,93.827,
01岿 4林 (2017.01.26 ~ 2017.02.01),2495,-0.1,-5.528571429,5.5,0.9,1138.52,57,5264.4218,262,60989284,24145,420.7115385,118,93.827,
02岿 1林 (2017.02.02 ~ 2017.02.08),2418,1.557142857,-3.242857143,6.914285714,0.271428571,1146.6,111,8250.4693,142,29966654,24145,420.7115385,117.491,94.121,
02岿 2林 (2017.02.09 ~ 2017.02.15),2392,-0.685714286,-5.714285714,4.828571429,0.157142857,1150.78,111,8250.4693,142,29966654,24145,420.7115385,117,94.121,
02岿 3林 (2017.02.16 ~ 2017.02.22),2298,3.342857143,-3.185714286,9.285714286,3.8,1130.5,111,8250.4693,142,29966654,24145,420.7115385,117,94.121,
02岿 4林 (2017.02.23 ~ 2017.02.28),2265,3.3,-2.228571429,9.585714286,0.314285714,1152.32,111,8250.4693,142,29966654,24145,421,117,94.121,
03岿 1林 (2017.03.02 ~ 2017.03.08),2252,3.328571429,-1.9,9.114285714,0.428571429,1148.81,80,5467.749,269,64704080,24145,421,96.807,92.719,
03岿 2林 (2017.03.09 ~ 2017.03.15),2246,6.228571429,-0.485714286,13.35714286,0.085714286,1129.04,80,5467.749,269,64704080,24145,421,97,92.719,
03岿 3林 (2017.03.16 ~ 2017.03.22),2183,7.471428571,0.614285714,14.77142857,0.614285714,1117.56,80,5467.749,269,64704080,24145,421,97,92.719,
03岿 4林 (2017.03.23 ~ 2017.03.29),2099,7.271428571,2.857142857,12.47142857,1.485714286,1117.65,80,5467.749,269,64704080,24145,421,97,92.719,
03岿 5林 (2017.03.30 ~ 2017.04.05),2124,10.44285714,4.571428571,16.6,3.557142857,1137.89,80,5467.749,269,64704080,24145,421,97,92.719,
04岿 1林 (2017.04.06 ~ 2017.04.12),2136,13.42857143,8.6,19.38571429,3.042857143,1135.45,49,3394.0431,105,23144074,24145,421,85.647,90.99,
04岿 2林 (2017.04.13 ~ 2017.04.19),2073,14.77142857,8.785714286,21.27142857,2.771428571,1133.57,49,3394.0431,105,23144074,24145,421,86,90.99,
04岿 3林 (2017.04.20 ~ 2017.04.26),1978,14.17142857,8.071428571,20.61428571,0.428571429,1136.87,49,3394.0431,105,23144074,24145,421,86,90.99,
04岿 4林 (2017.04.27 ~ 2017.05.02),1974,16.85714286,8.985714286,24.65714286,0,1134.71,49,3394.0431,105,23144074,24145,421,86,90.99,
05岿 1林 (2017.05.04 ~ 2017.05.10),1973,17.35714286,11.85714286,23.21428571,2.328571429,1122.41,6,599.5406,0,1688,24145,421,80.823,90.99,
05岿 2林 (2017.05.11 ~ 2017.05.17),2003,17.28571429,11.8,23.34285714,0.8,1116.61,6,599.5406,0,1688,24145,421,81,90.99,
05岿 3林 (2017.05.18 ~ 2017.05.24),1914,20.35714286,13.62857143,27.34285714,0.714285714,1117.83,6,599.5406,0,1688,24145,421,81,90.99,
05岿 4林 (2017.05.25 ~ 2017.05.31),1879,20.27142857,13.57142857,27.4,0.357142857,1117.39,6,599.5406,0,1688,24145,421,81,90.99,
06岿 1林 (2017.06.01 ~ 2017.06.07),1819,19.32857143,13.94285714,25.1,2.757142857,1124.29,8,1221.6995,8,4226483,24145,421,88.913,89.378,
06岿 2林 (2017.06.08 ~ 2017.06.14),1859,20.5,15.14285714,26.58571429,0.542857143,1132.07,8,1221.6995,8,4226483,24145,421,89,89.378,
06岿 3林 (2017.06.15 ~ 2017.06.21),1749,23.05714286,16.98571429,29.78571429,0.342857143,1133.89,8,1221.6995,8,4226483,24145,421,89,89.378,
06岿 4林 (2017.06.22 ~ 2017.06.28),1770,23.42857143,19.18571429,29.11428571,4.257142857,1144.43,8,1221.6995,8,4226483,24145,421,89,89.378,
06岿 5林 (2017.06.29 ~ 2017.07.05),1790,25.3,22.28571429,29.55714286,12.08571429,1152.74,8,1221.6995,8,4226483,24145,421,89,89.378,
07岿 1林 (2017.07.06 ~ 2017.07.12),1791,26.25714286,23.15714286,30.28571429,12.12857143,1128.09,2,183.9632,30,9365139,24145,421,81.384,89.731,
07岿 2林 (2017.07.13 ~ 2017.07.19),1794,26.55714286,23.12857143,31.2,9.314285714,1117.83,2,183.9632,30,9365139,24145,421,81,89.731,
07岿 3林 (2017.07.20 ~ 2017.07.26),2150,27.47142857,24.14285714,31.77142857,5.6,1123.69,2,183.9632,30,9365139,24145,421,81,89.731,
07岿 4林 (2017.07.27 ~ 2017.08.02),2391,25.94285714,22.68571429,30.18571429,6.042857143,1127.77,2,183.9632,30,9365139,24145,421,81,89.731,
08岿 1林 (2017.08.03 ~ 2017.08.09),2686,28.02857143,24.02857143,32.88571429,2.271428571,1141.86,4,423.4464,0,7917,24145,421,85.47,94.776,
08岿 2林 (2017.08.10 ~ 2017.08.16),2816,24.54285714,21.98571429,28,15.25714286,1138.77,4,423.4464,0,7917,24145,421,85,94.776,
08岿 3林 (2017.08.17 ~ 2017.08.23),2869,25.57142857,22.7,29.78571429,12.68571429,1120.59,4,423.4464,0,7917,24145,421,85,94.776,
08岿 4林 (2017.08.24 ~ 2017.08.30),2905,23.6,19.07142857,28.68571429,3.842857143,1120.69,4,423.4464,0,7917,24145,421,85,94.776,
08岿 5林 (2017.08.31 ~ 2017.09.06),2943,21.12857143,16.52857143,26.31428571,2.428571429,1130.97,4,423.4464,0,7917,24145,421,85,94.776,
09岿 1林 (2017.09.07 ~ 2017.09.13),2864,21.55714286,17.22857143,27.21428571,6.857142857,1132.21,7,779.6084,12,2400689,24145,421,124.559,96.589,
09岿 2林 (2017.09.14 ~ 2017.09.20),2692,20.68571429,15.55714286,26.05714286,0.828571429,1132.13,7,779.6084,12,2400689,24145,421,125,96.589,
09岿 3林 (2017.09.21 ~ 2017.09.27),2577,20.28571429,15.4,26.5,3,1144.29,7,779.6084,12,2400689,24145,421,125,96.589,
09岿 4林 (2017.09.28 ~ 2017.09.29),2325,17.78571429,13.21428571,23.3,5.3,1144.31,7,779.6084,12,2400689,24145,421,125,96.589,
10岿 2林 (2017.10.10 ~ 2017.10.11),2201,18.94285714,15.27142857,23.8,2.485714286,1125.67,16,1363.0129,22,5331437,24145,421,123.219,92.341,
10岿 2林 (2017.10.12 ~ 2017.10.18),1984,14.44285714,10.28571429,19.27142857,1.485714286,1131.31,16,1363.0129,22,5331437,24145,421,123,92.341,
10岿 3林 (2017.10.19 ~ 2017.10.25),1680,13.91428571,8.785714286,20.58571429,0.1,1124.97,16,1363.0129,22,5331437,24145,421,123,92.341,
10岿 4林 (2017.10.26 ~ 2017.11.01),1485,12.01428571,6.171428571,18.94285714,0.271428571,1115.29,16,1363.0129,22,5331437,24145,421,123,92.341,
11岿 1林 (2017.11.02 ~ 2017.11.08),1352,11.2,5.371428571,17.8,0.4,1119.87,145,8244.2116,10,2525201,24145,421,88.257,87.968,
11岿 2林 (2017.11.09 ~ 2017.11.15),1404,7.985714286,2.1,14.54285714,0.342857143,1093.32,145,8244.2116,10,2525201,24145,421,88,87.968,
11岿 3林 (2017.11.16 ~ 2017.11.22),1399,3.185714286,-1.985714286,8.857142857,0.1,1084.61,145,8244.2116,10,2525201,24145,421,88,87.968,
11岿 4林 (2017.11.23 ~ 2017.11.29),1406,4.742857143,-0.671428571,10.6,0.928571429,1082.47,145,8244.2116,10,2525201,24145,421,88,87.968,
11岿 5林 (2017.11.30 ~ 2017.12.06),1413,1.1,-3.928571429,6.571428571,0.257142857,1091.85,145,8244.2116,10,2525201,24145,421,88,87.968,
12岿 1林 (2017.12.07 ~ 2017.12.13),1411,-1.242857143,-5.4,3.642857143,0.5,1087.95,271,14055.1749,58,13992839,24145,421,64.461,90.058,
12岿 2林 (2017.12.14 ~ 2017.12.20),1581,-1.985714286,-7.614285714,3.385714286,0.2,1076.74,271,14055.1749,58,13992839,24145,421,64,90.058,
12岿 3林 (2017.12.21 ~ 2017.12.27),1634,0.785714286,-3.5,5.957142857,2.042857143,1066.37,271,14055.1749,58,13992839,24145,421,64,90.058,
12岿 4林 (2017.12.28 ~ 2018.01.03),1576,0.657142857,-4.014285714,5.485714286,0.142857143,1061.53,271,14055.1749,58,13992839,24145,421,64,90.058,
01岿 1林 (2018.01.04 ~ 2018.01.10),1696,-0.9,-4.614285714,3.214285714,0.928571429,1058.99,295,13540.4167,6,1531145,25720,430.8846154,65.831,92.106,
01岿 2林 (2018.01.11 ~ 2018.01.17),1569,-1.085714286,-5.785714286,4.085714286,1.842857143,1067.11,295,13540.4167,6,1531145,25720,430.8846154,66,92.106,
01岿 3林 (2018.01.18 ~ 2018.01.24),1583,-0.928571429,-4.985714286,4.585714286,0.171428571,1063.67,295,13540.4167,6,1531145,25720,430.8846154,66,92.106,
01岿 4林 (2018.01.25 ~ 2018.01.31),1637,-5.928571429,-10.72857143,-0.671428571,0.028571429,1089.37,295,13540.4167,6,1531145,25720,430.8846154,66,92.106,
02岿 1林 (2018.02.01 ~ 2018.02.07),1920,-5.457142857,-10.3,-0.171428571,0.1,1084.67,46,2898.261,10,3349620,25720,430.8846154,63.948,96.765,
02岿 2林 (2018.02.08 ~ 2018.02.14),2564,-0.628571429,-6.828571429,5.314285714,0.171428571,1066.19,46,2898.261,10,3349620,25720,430.8846154,64,96.765,
02岿 3林 (2018.02.19 ~ 2018.02.21),2717,1.357142857,-3.8,7.171428571,0,1076,46,2898.261,10,3349620,25720,431,64,96.765,
02岿 4林 (2018.02.22 ~ 2018.02.28),2702,3.885714286,-2.085714286,10.31428571,4.342857143,1078.69,46,2898.261,10,3349620,25720,431,64,96.765,
03岿 1林 (2018.03.02 ~ 2018.03.07),2793,5.571428571,0.114285714,11.61428571,4.871428571,1064.38,15,1347.4236,33,11231076,25720,431,99.978,93.794,
03岿 2林 (2018.03.08 ~ 2018.03.14),2763,7.628571429,1.671428571,14.11428571,2.4,1069.53,15,1347.4236,33,11231076,25720,431,100,93.794,
03岿 3林 (2018.03.15 ~ 2018.03.21),2678,6.714285714,2.571428571,10.84285714,8.528571429,1082.87,15,1347.4236,33,11231076,25720,431,100,93.794,
03岿 4林 (2018.03.22 ~ 2018.03.28),2623,10.25714286,3.328571429,17.64285714,0,1060.25,15,1347.4236,33,11231076,25720,431,100,93.794,
03岿 5林 (2018.03.29 ~ 2018.04.04),2615,14.9,9.128571429,21.47142857,2.142857143,1069.75,15,1347.4236,33,11231076,25720,431,100,93.794,
04岿 1林 (2018.04.05 ~ 2018.04.11),2544,9.985714286,4.7,15.05714286,4.942857143,1070.68,2,243.771,105,29596416,25720,431,117.509,94.18,
04岿 2林 (2018.04.12 ~ 2018.04.18),2483,11.81428571,5.871428571,18.15714286,3.271428571,1070.1,2,243.771,105,29596416,25720,431,118,94.18,
04岿 3林 (2018.04.19 ~ 2018.04.25),2679,14.72857143,8.657142857,21.3,8.742857143,1066.73,2,243.771,105,29596416,25720,431,118,94.18,
04岿 4林 (2018.04.26 ~ 2018.05.02),2797,16.31428571,9.642857143,23.08571429,1.914285714,1073.11,2,243.771,105,29596416,25720,431,118,94.18,
05岿 1林 (2018.05.03 ~ 2018.05.09),3012,15.08571429,10.38571429,20.14285714,4.7,1066.89,8,1384.5699,16,6712357,25720,431,114.397,92.509,
05岿 2林 (2018.05.10 ~ 2018.05.16),3014,18.58571429,13.47142857,24.11428571,3.7,1080.57,8,1384.5699,16,6712357,25720,431,114,92.509,
05岿 3林 (2018.05.17 ~ 2018.05.23),2981,17.64285714,12.65714286,22.92857143,6.714285714,1077.37,8,1384.5699,16,6712357,25720,431,114,92.509,
05岿 4林 (2018.05.24 ~ 2018.05.30),2684,20.1,13.97142857,26.5,0.614285714,1070.73,8,1384.5699,16,6712357,25720,431,114,92.509,
05岿 5林 (2018.05.31 ~ 2018.06.05),2425,21.97142857,15.84285714,28.72857143,0.2,1073.93,8,1384.5699,16,6712357,25720,431,114,92.509,
06岿 1林 (2018.06.07 ~ 2018.06.12),2289,20.7,16.95714286,25.52857143,1.457142857,1102.42,2,203.7625,3,1554519,25720,431,129.424,90.217,
06岿 2林 (2018.06.14 ~ 2018.06.20),2216,21.14285714,16.77142857,26.52857143,0.771428571,1111,2,203.7625,3,1554519,25720,431,129,90.217,
06岿 3林 (2018.06.21 ~ 2018.06.27),2042,24.22857143,19.11428571,30.11428571,8.685714286,1113.91,2,203.7625,3,1554519,25720,431,129,90.217,
06岿 4林 (2018.06.28 ~ 2018.07.04),2085,23.85714286,20.98571429,27.67142857,26.87142857,1114.69,2,203.7625,3,1554519,25720,431,129,90.217,
07岿 1林 (2018.07.05 ~ 2018.07.11),2056,22.55714286,19.78571429,26.04285714,4.871428571,1129,4,408.0701,58098.91683,28314948.63,25720,431,97.947,90.771,
07岿 2林 (2018.07.12 ~ 2018.07.18),2095,27.91428571,23.41428571,33.18571429,0,1126.9,4,408.0701,58098.91683,28314948.63,25720,431,98,90.771,
07岿 3林 (2018.07.19 ~ 2018.07.25),2190,29.24285714,24.41428571,34.95714286,0,1114.65,4,408.0701,58098.91683,28314948.63,25720,431,98,90.771,
07岿 4林 (2018.07.26 ~ 2018.08.01),2703,29.48571429,24.84285714,35.14285714,0.571428571,1122.34,4,408.0701,58098.91683,28314948.63,25720,431,98,90.771,
08岿 1林 (2018.08.02 ~ 2018.08.08),3180,29.58571429,25.41428571,34.95714286,2.371428571,1129.17,4,454.4534,53168,21548142,25720,431,98.277,99.166,
08岿 2林 (2018.08.09 ~ 2018.08.14),3663,28.71428571,24.68571429,34.08571429,2.428571429,1119.52,4,454.4534,53168,21548142,25720,431,98,99.166,
08岿 3林 (2018.08.16 ~ 2018.08.22),3607,26.24285714,21.24285714,31.84285714,1.057142857,1114.33,4,454.4534,53168,21548142,25720,431,98,99.166,
08岿 4林 (2018.08.23 ~ 2018.08.29),3911,24.88571429,22.24285714,28.35714286,27.71428571,1115.46,4,454.4534,53168,21548142,25720,431,98,99.166,
08岿 5林 (2018.08.30 ~ 2018.09.05),3816,23.78571429,20.24285714,28.08571429,16.45714286,1127.57,4,454.4534,53168,21548142,25720,431,98,99.166,
09岿 1林 (2018.09.06 ~ 2018.09.12),3651,20.71428571,15.84285714,26.01428571,0.9,1120.66,3,428.3061,27248,12496067,25720,431,154.679,104.874,
09岿 2林 (2018.09.13 ~ 2018.09.19),3504,21.52857143,18.34285714,25.65714286,2.728571429,1113.95,3,428.3061,27248,12496067,25720,431,155,104.874,
09岿 3林 (2018.09.20 ~ 2018.09.21),3537,18.44285714,14.38571429,23.35714286,5.8,1109.98,3,428.3061,27248,12496067,25720,431,155,104.874,
09岿 4林 (2018.09.27 ~ 2018.10.02),3540,16.88571429,11.84285714,22.85714286,0.528571429,1131.13,3,428.3061,27248,12496067,25720,431,155,104.874,
10岿 1林 (2018.10.04 ~ 2018.10.10),3102,16.45714286,12.02857143,21.18571429,20.15714286,1130.3,11,1285.2684,66975,21624155,25720,431,156.362,100.207,
10岿 2林 (2018.10.11 ~ 2018.10.17),2806,12.2,6.828571429,18.92857143,0.257142857,1131.15,11,1285.2684,66975,21624155,25720,431,156,100.207,
10岿 3林 (2018.10.18 ~ 2018.10.24),2552,12.14285714,6.5,19.6,1.071428571,1139.28,11,1285.2684,66975,21624155,25720,431,156,100.207,
10岿 4林 (2018.10.25 ~ 2018.10.31),2222,10.12857143,5.228571429,15.65714286,1.785714286,1117.1,11,1285.2684,66975,21624155,25720,431,156,100.207,
11岿 1林 (2018.11.01 ~ 2018.11.07),1891,10.27142857,4.114285714,18.14285714,0.9,1129.69,167,10544.1826,75490,19337230,25720,431,118.613,94.641,
11岿 2林 (2018.11.08 ~ 2018.11.14),1723,10.48571429,6.085714286,15.98571429,5.414285714,1120.4,167,10544.1826,75490,19337230,25720,431,119,94.641,
11岿 3林 (2018.11.15 ~ 2018.11.21),1586,7.285714286,2.357142857,13.31428571,0.257142857,1132.5,167,10544.1826,75490,19337230,25720,431,119,94.641,
11岿 4林 (2018.11.22 ~ 2018.11.28),1575,5.057142857,0.242857143,10.95714286,0.614285714,1119.44,167,10544.1826,75490,19337230,25720,431,119,94.641,
11岿 5林 (2018.11.29 ~ 2018.12.05),1531,7.171428571,2.171428571,12.55714286,3,1123.85,167,10544.1826,75490,19337230,25720,431,119,94.641,
12岿 1林 (2018.12.06 ~ 2018.12.12),1491,-1.5,-5.257142857,3.071428571,0.628571429,1131.7,425,36666.0904,36601,10117107,25720,431,72.834,94.7,
12岿 2林 (2018.12.13 ~ 2018.12.19),1473,0.971428571,-3.914285714,6.6,0.142857143,1128.04,425,36666.0904,36601,10117107,25720,431,73,94.7,
12岿 3林 (2018.12.20 ~ 2018.12.26),1521,3.442857143,-1.514285714,9.114285714,0.128571429,1116.05,425,36666.0904,36601,10117107,25720,431,73,94.7,
12岿 4林 (2018.12.27 ~ 2019.01.02),1489,-4.2,-8.628571429,0.9,0.028571429,1115.85,425,36666.0904,36601,10117107,25720,431,73,94.7,
01岿 1林 (2019.01.03 ~ 2019.01.09),1456,-1.142857143,-6.4,4.842857143,0,1117.23,409,21222.7142,82000,20024054,23143,363.7884615,63.711,94.406,
01岿 2林 (2019.01.10 ~ 2019.01.16),1391,0.8,-3.742857143,6.314285714,0.357142857,1125.08,409,21222.7142,82000,20024054,23143,363.7884615,64,94.406,
01岿 3林 (2019.01.17 ~ 2019.01.23),1421,1.7,-3.642857143,7.585714286,0.042857143,1117.78,409,21222.7142,82000,20024054,23143,363.7884615,64,94.406,
01岿 4林 (2019.01.24 ~ 2019.01.30),1406,0.628571429,-5.214285714,7.128571429,0.028571429,1118.4,409,21222.7142,82000,20024054,23143,363.7884615,64,94.406,
01岿 5林 (2019.01.31 ~ 2019.02.01),1415,2.528571429,-2.785714286,8.257142857,2.528571429,1123.5,409,21222.7142,82000,20024054,23143,363.7884615,64,94.406,
02岿 1林 (2019.02.07 ~ 2019.02.13),1401,-0.485714286,-5.014285714,4.385714286,0.071428571,1125.44,195,9825.0174,41000,9332516,23143,364,60.942,95.397,
02岿 2林 (2019.02.14 ~ 2019.02.20),1391,1.428571429,-2.671428571,6.042857143,2.428571429,1121.99,195,9825.0174,41000,9332516,23143,364,61,95.397,
02岿 3林 (2019.02.21 ~ 2019.02.27),1310,5.171428571,-0.614285714,12.2,0.057142857,1126.67,195,9825.0174,41000,9332516,23143,364,61,95.397,
02岿 4林 (2019.02.28 ~ 2019.03.06),1349,7.742857143,1.785714286,14.34285714,0.157142857,1132.9,195,9825.0174,41000,9332516,23143,364,61,95.397,
03岿 1林 (2019.03.07 ~ 2019.03.13),1343,6.342857143,0.528571429,12.54285714,1.528571429,1134.7,112,5551.9659,90500,20578545,23143,364,60.346,93.525,
03岿 2林 (2019.03.14 ~ 2019.03.20),1333,7.571428571,1.128571429,14.21428571,2.8,1135.11,112,5551.9659,90500,20578545,23143,364,60,93.525,
03岿 3林 (2019.03.21 ~ 2019.03.27),1264,7.771428571,1.728571429,14.21428571,0.514285714,1136.1,112,5551.9659,90500,20578545,23143,364,60,93.525,
03岿 4林 (2019.03.28 ~ 2019.04.03),1329,7.657142857,2.385714286,13.4,0.542857143,1136.69,112,5551.9659,90500,20578545,23143,364,60,93.525,
04岿 1林 (2019.04.04 ~ 2019.04.10),1323,10.57142857,4.528571429,16.95714286,5.014285714,1133.72,38,1983.2862,29288,7322082,23143,364,57.476,94.801,
04岿 2林 (2019.04.11 ~ 2019.04.17),1340,11.72857143,4.714285714,18.78571429,0.2,1135.58,38,1983.2862,29288,7322082,23143,364,57,94.801,
04岿 3林 (2019.04.18 ~ 2019.04.24),1353,15.85714286,10.58571429,21.75714286,1.814285714,1157.9,38,1983.2862,29288,7322082,23143,364,57,94.801,
04岿 4林 (2019.04.25 ~ 2019.04.30),1308,12.52857143,8.428571429,17.2,4.328571429,1163.68,38,1983.2862,29288,7322082,23143,364,57,94.801,
05岿 1林 (2019.05.02 ~ 2019.05.08),1508,16.11428571,8.042857143,24.11428571,0.014285714,1174.2,59,3581.8283,58098.91683,28314948.63,23143,364,57.139,93.634,
05岿 2林 (2019.05.09 ~ 2019.05.15),1571,18.51428571,11.52857143,26.07142857,0,1193.73,59,3581.8283,58098.91683,28314948.63,23143,364,57,93.634,
05岿 3林 (2019.05.16 ~ 2019.05.22),1590,19.17142857,13.44285714,24.72857143,4.557142857,1184.77,59,3581.8283,58098.91683,28314948.63,23143,364,57,93.634,
05岿 4林 (2019.05.23 ~ 2019.05.29),1674,20.91428571,14.17142857,27.72857143,3.285714286,1187.8,59,3581.8283,58098.91683,28314948.63,23143,364,57,93.634,
05岿 5林 (2019.05.30 ~ 2019.06.05),1635,20.94285714,14.28571429,27.8,0.128571429,1181.07,59,3581.8283,58098.91683,28314948.63,23143,364,57,93.634,
06岿 1林 (2019.06.07 ~ 2019.06.12),1555,19.47142857,15.62857143,24.35714286,7.271428571,1186.78,58,3823.8816,8,97902,23143,364,66.64,91.804,
