week,家概啊,乞闭扁柯,弥历扁柯,弥绊扁柯,碍荐樊,券啦,荐免樊,荐免啊,荐涝樊,荐涝啊,积魂樊,犁硅搁利,拱啊瘤荐,market price,
06岿 2林 (2019.06.13 ~ 2019.06.19),1670,20.97142857,16.45714286,26.52857143,1.3,1158.2,58,3823.8816,8,97902,23143,364,67,91.804,
06岿 3林 (2019.06.20 ~ 2019.06.26),1659,22.38571429,17.54285714,27.92857143,5.2,1155.38,58,3823.8816,8,97902,23143,364,67,91.804,
06岿 4林 (2019.06.27 ~ 2019.07.03),1624,23.21428571,19.72857143,27.72857143,6.414285714,1174.59,58,3823.8816,8,97902,23143,364,67,91.804,
07岿 1林 (2019.07.04 ~ 2019.07.10),1618,23.45714286,18.97142857,28.61428571,3.085714286,1176.32,48,5586.6256,58098.91683,28314948.63,23143,364,69.74,90.511,
07岿 2林 (2019.07.11 ~ 2019.07.17),1619,23.42857143,20.17142857,27.85714286,4.228571429,1175.11,48,5586.6256,58098.91683,28314948.63,23143,364,70,90.511,
07岿 3林 (2019.07.18 ~ 2019.07.24),1621,25.82857143,23.07142857,29.32857143,14.18571429,1183.24,48,5586.6256,58098.91683,28314948.63,23143,364,70,90.511,
07岿 4林 (2019.07.25 ~ 2019.07.31),1587,27.38571429,24.75714286,30.8,9.3,1204.51,48,5586.6256,58098.91683,28314948.63,23143,364,70,90.511,
08岿 1林 (2019.08.01 ~ 2019.08.07),1536,28.21428571,24.11428571,33.48571429,4.414285714,1213.45,19,1979.405,58098.91683,28314948.63,23143,364,71.234,91.955,
08岿 2林 (2019.08.08 ~ 2019.08.14),1570,28.22857143,24.57142857,32.88571429,4.528571429,1207.47,19,1979.405,58098.91683,28314948.63,23143,364,71,91.955,
08岿 3林 (2019.08.16 ~ 2019.08.21),1549,25.84285714,22.11428571,30.48571429,4.142857143,1212.66,19,1979.405,58098.91683,28314948.63,23143,364,71,91.955,
08岿 4林 (2019.08.22 ~ 2019.08.28),1595,23.9,20.3,28.45714286,6.3,1209.5,19,1979.405,58098.91683,28314948.63,23143,364,71,91.955,
08岿 5林 (2019.08.29 ~ 2019.09.04),1650,22.44285714,19.24285714,26.45714286,5.942857143,1191.77,19,1979.405,58098.91683,28314948.63,23143,364,71,91.955,
09岿 1林 (2019.09.05 ~ 2019.09.11),1941,24.85714286,22.1,28.74285714,9.814285714,1178.72,10,1206.2063,11550,4041453,23143,364,70.602,96.32,
09岿 3林 (2019.09.16 ~ 2019.09.18),2165,21.84285714,17.4,27.3,0.9,1193.13,10,1206.2063,11550,4041453,23143,364,71,96.32,
09岿 3林 (2019.09.19 ~ 2019.09.25),2027,18.3,14.31428571,23.05714286,15.08571429,1201.99,10,1206.2063,11550,4041453,23143,364,71,96.32,
09岿 4林 (2019.09.26 ~ 2019.10.02),2078,21.45714286,17.71428571,26.37142857,16.38571429,1191.25,10,1206.2063,11550,4041453,23143,364,71,96.32,
10岿 1林 (2019.10.04 ~ 2019.10.08),2540,17.5,13.38571429,22.5,5.442857143,1182.48,6,746.5416,58825,21714264,23143,364,85.382,96.421,
10岿 2林 (2019.10.10 ~ 2019.10.16),2793,15.17142857,9.757142857,21.58571429,0.514285714,1177.91,6,746.5416,58825,21714264,23143,364,85,96.421,
10岿 3林 (2019.10.17 ~ 2019.10.23),2830,15.12857143,10.28571429,21.34285714,0.642857143,1171.66,6,746.5416,58825,21714264,23143,364,85,96.421,
10岿 4林 (2019.10.24 ~ 2019.10.30),2862,13.08571429,7.914285714,19.08571429,0.428571429,1164.67,6,746.5416,58825,21714264,23143,364,85,96.421,
10岿 5林 (2019.10.31 ~ 2019.11.06),2781,12.54285714,6.885714286,19.72857143,0.271428571,1158.6,6,746.5416,58825,21714264,23143,364,85,96.421,
11岿 1林 (2019.11.07 ~ 2019.11.13),2632,9.228571429,3.642857143,15.91428571,1.685714286,1162.65,14,1855.8509,342430,106283942,23143,364,116.995,92.064,
11岿 2林 (2019.11.14 ~ 2019.11.20),2528,6.414285714,1.242857143,12.25714286,5.214285714,1179.33,14,1855.8509,342430,106283942,23143,364,117,92.064,
11岿 3林 (2019.11.21 ~ 2019.11.27),2530,7.957142857,2.614285714,14.32857143,0.7,1180.7,14,1855.8509,342430,106283942,23143,364,117,92.064,
11岿 4林 (2019.11.28 ~ 2019.12.04),2527,4,-0.385714286,9,2.285714286,1185.51,14,1855.8509,342430,106283942,23143,364,117,92.064,
12岿 1林 (2019.12.05 ~ 2019.12.11),2645,1.757142857,-3.585714286,7.971428571,0.114285714,1175.57,74,7366.5816,348000,103231926,23143,364,121.943,93.953,
12岿 2林 (2019.12.12 ~ 2019.12.18),2952,4.271428571,-0.628571429,9.857142857,0.428571429,1158.99,74,7366.5816,348000,103231926,23143,364,122,93.953,
12岿 3林 (2019.12.19 ~ 2019.12.24),3064,1.914285714,-2.557142857,7.528571429,0.142857143,1158.95,74,7366.5816,348000,103231926,23143,364,122,93.953,
12岿 4林 (2019.12.26 ~ 2019.12.31),3026,0.728571429,-3.542857143,5.342857143,1.171428571,1164.95,74,7366.5816,348000,103231926,23143,364,122,93.953,
01岿 1林 (2020.01.02 ~ 2020.01.08),3348,3.157142857,-1.114285714,8.571428571,8.057142857,1157.97,177,15884.8752,282000,85586592,24555,365.3076923,126.307,95.63,
01岿 2林 (2020.01.09 ~ 2020.01.15),3300,0.514285714,-3.157142857,5.214285714,0,1160.44,177,15884.8752,282000,85586592,24555,365.3076923,126,95.63,
01岿 3林 (2020.01.16 ~ 2020.01.22),2950,1.228571429,-3.185714286,6.528571429,0.757142857,1169.2,177,15884.8752,282000,85586592,24555,365.3076923,126,95.63,
01岿 4林 (2020.01.23 ~ 2020.01.29),2817,5.342857143,1.742857143,9.7,2.985714286,1194.97,177,15884.8752,282000,85586592,24555,365.3076923,126,95.63,
01岿 5林 (2020.01.30 ~ 2020.02.05),2667,1.342857143,-3.042857143,6.457142857,0.171428571,1191.39,177,15884.8752,282000,85586592,24555,365,126,95.63,
02岿 1林 (2020.02.06 ~ 2020.02.12),2275,1.928571429,-3.642857143,7.642857143,1.928571429,1182.46,425,27268.4825,102350,54898329,24555,365,138.77,94.73,
02岿 2林 (2020.02.13 ~ 2020.02.19),1924,3.485714286,-1.285714286,9.314285714,1.357142857,1206.91,425,27268.4825,102350,54898329,24555,365,139,94.73,
02岿 3林 (2020.02.20 ~ 2020.02.26),1867,6,0.657142857,11.68571429,4.642857143,1200.2,425,27268.4825,102350,54898329,24555,365,139,94.73,
02岿 4林 (2020.02.27 ~ 2020.03.04),1820,5.371428571,1.228571429,10.07142857,0.428571429,1188.7,425,27268.4825,102350,54898329,24555,365,139,94.73,
03岿 1林 (2020.03.05 ~ 2020.03.11),1780,5.557142857,-0.014285714,11.52857143,2.057142857,1211.28,295,20642.5525,90300,21267955,24555,365,95.4,96.57,
03岿 2林 (2020.03.12 ~ 2020.03.18),1756,6.328571429,-0.242857143,12.9,0.114285714,1254.45,295,20642.5525,90300,21267955,24555,365,95,96.57,
03岿 3林 (2020.03.19 ~ 2020.03.25),1717,10.61428571,3.414285714,17.81428571,0.057142857,1212.23,295,20642.5525,90300,21267955,24555,365,95,96.57,
03岿 4林 (2020.03.26 ~ 2020.04.01),1505,10.08571429,4.185714286,16.2,2.014285714,1235.61,295,20642.5525,90300,21267955,24555,365,95,96.57,
04岿 1林 (2020.04.02 ~ 2020.04.08),1607,9.371428571,2.157142857,16.67142857,0.014285714,1211.05,114,8495.865,20500,9643200,24555,365,74.65,95.78,
04岿 2林 (2020.04.09 ~ 2020.04.14),1609,9.7,3.314285714,16.34285714,0.828571429,1216.13,114,8495.865,20500,9643200,24555,365,75,95.78,
04岿 3林 (2020.04.16 ~ 2020.04.22),1600,10.65714286,6.528571429,15.58571429,4.857142857,1230.53,114,8495.865,20500,9643200,24555,365,75,95.78,
04岿 4林 (2020.04.23 ~ 2020.04.29),1603,11.85714286,4.642857143,18.65714286,0.042857143,1224.89,114,8495.865,20500,9643200,24555,365,75,95.78,
05岿 1林 (2020.05.04 ~ 2020.05.06),1610,18.4,12.95714286,24.31428571,2.042857143,1219.65,110,9004.9137,17000,3558570,24555,365,69.93,96.98,
05岿 1林 (2020.05.07 ~ 2020.05.13),1515,16.54285714,11.11428571,21.98571429,5.385714286,1232.69,110,9004.9137,17000,3558570,24555,365,70,96.98,
05岿 2林 (2020.05.14 ~ 2020.05.20),1541,16.61428571,12.48571429,21.65714286,6.457142857,1240.59,110,9004.9137,17000,3558570,24555,365,70,96.98,
05岿 3林 (2020.05.21 ~ 2020.05.27),1543,17.57142857,12.72857143,23.2,0.642857143,1231.49,110,9004.9137,17000,3558570,24555,365,70,96.98,
05岿 4林 (2020.05.28 ~ 2020.06.03),1540,19.92857143,14,25.95714286,0.385714286,1202.02,110,9004.9137,17000,3558570,24555,365,70,96.98,
06岿 1林 (2020.06.04 ~ 2020.06.10),1606,23.58571429,17.95714286,30.17142857,1.928571429,1203.66,115,7845.0955,58098.91683,28314948.63,24555,365,68.21,97.4,
06岿 2林 (2020.06.11 ~ 2020.06.17),1650,23.31428571,19.04285714,28.41428571,8.428571429,1211.83,115,7845.0955,58098.91683,28314948.63,24555,365,68,97.4,
06岿 3林 (2020.06.18 ~ 2020.06.24),1675,22.47142857,18.18571429,27.51428571,5.5,1203.8,115,7845.0955,58098.91683,28314948.63,24555,365,68,97.4,
06岿 4林 (2020.06.25 ~ 2020.07.01),1757,21.95714286,18.74285714,26.15714286,10.47142857,1198.93,115,7845.0955,58098.91683,28314948.63,24555,365,68,97.4,
07岿 1林 (2020.07.02 ~ 2020.07.08),1901,22.4,18.65714286,26.97142857,1.514285714,1200.42,19,1760.4917,18750,5269006,24555,365,75.55,98.45,
07岿 2林 (2020.07.09 ~ 2020.07.15),1891,21.52857143,19.11428571,24.72857143,23.2,1203.44,19,1760.4917,18750,5269006,24555,365,76,98.45,
07岿 3林 (2020.07.16 ~ 2020.07.22),1958,23.31428571,19.85714286,27.5,7.142857143,1201.5,19,1760.4917,18750,5269006,24555,365,76,98.45,
07岿 4林 (2020.07.23 ~ 2020.07.29),1945,22.44285714,20.55714286,25.18571429,23.6,1193.59,19,1760.4917,18750,5269006,24555,365,76,98.45,
07岿 5林 (2020.07.30 ~ 2020.08.05),2015,25.84285714,23.2,29.47142857,18.5,1188.68,19,1760.4917,18750,5269006,24555,365,76,98.45,
08岿 1林 (2020.08.06 ~ 2020.08.12),2205,25.22857143,23.15714286,28.02857143,34.52857143,1186.94,15,1176.0796,17000,3261876,24555,365,93.47,103.3,
08岿 2林 (2020.08.13 ~ 2020.08.19),2414,27.62857143,24.01428571,32.27142857,1.6,1191.72,15,1176.0796,17000,3261876,24555,365,93,103.3,
08岿 3林 (2020.08.20 ~ 2020.08.26),2600,26.55714286,22.68571429,31.54285714,3.857142857,1180.48,15,1176.0796,17000,3261876,24555,365,93,103.3,
08岿 4林 (2020.08.27 ~ 2020.09.02),3384,26.08571429,23.52857143,29.92857143,14.18571429,1187.3,15,1176.0796,17000,3261876,24555,365,93,103.3,
09岿 1林 (2020.09.03 ~ 2020.09.09),3576,21.67142857,18.41428571,25.5,20.01428571,1187.89,4,1196.5966,4825,3567359,24555,365,104.23,108.68,
09岿 2林 (2020.09.10 ~ 2020.09.16),3847,20.82857143,17.82857143,25.14285714,2.957142857,1164.81,4,1196.5966,4825,3567359,24555,365,104,108.68,
09岿 3林 (2020.09.17 ~ 2020.09.23),3876,18.38571429,13.78571429,23.84285714,0.571428571,1174.32,4,1196.5966,4825,3567359,24555,365,104,108.68,
09岿 4林 (2020.09.24 ~ 2020.09.29),3835,18.17142857,13.42857143,24.18571429,0.714285714,1166.26,4,1196.5966,4825,3567359,24555,365,104,108.68,
10岿 1林 (2020.10.05 ~ 2020.10.07),3929,16.8,12.02857143,22.18571429,0.457142857,1143.52,7,1950.2785,48100,14986619,24555,365,162.66,108.45,
10岿 2林 (2020.10.08 ~ 2020.10.14),3576,15.21428571,10.35714286,21.14285714,0,1142.13,7,1950.2785,48100,14986619,24555,365,163,108.45,
10岿 3林 (2020.10.15 ~ 2020.10.21),3092,12.35714286,6.714285714,19.31428571,0.871428571,1127.95,7,1950.2785,48100,14986619,24555,365,163,108.45,
10岿 4林 (2020.10.22 ~ 2020.10.28),2796,11.6,6.1,18.27142857,0.171428571,1136.49,7,1950.2785,48100,14986619,24555,365,163,108.45,
10岿 5林 (2020.10.29 ~ 2020.11.04),2508,9.5,4.071428571,15.37142857,0.6,1121.4,7,1950.2785,48100,14986619,24555,365,163,108.45,
11岿 1林 (2020.11.05 ~ 2020.11.11),2110,9.257142857,3.314285714,15.74285714,0,1107.62,113,7777.1404,48500,10867014,24555,365,143.09,101.74,
11岿 2林 (2020.11.12 ~ 2020.11.18),2005,11.78571429,5.8,18.94285714,0.571428571,1114.95,113,7777.1404,48500,10867014,24555,365,143,101.74,
11岿 3林 (2020.11.19 ~ 2020.11.25),1959,7.542857143,2.914285714,12.41428571,4.642857143,1104.43,113,7777.1404,48500,10867014,24555,365,143,101.74,
11岿 4林 (2020.11.26 ~ 2020.12.02),1939,3.328571429,-0.714285714,8.371428571,0,1083.77,113,7777.1404,48500,10867014,24555,365,143,101.74,
12岿 1林 (2020.12.03 ~ 2020.12.09),1833,1.871428571,-3.142857143,7.785714286,0,1091.67,329,20895.7755,629100,125992616,24555,374.4423077,91.72,102.3,
12岿 2林 (2020.12.10 ~ 2020.12.16),1790,-0.185714286,-4.214285714,4.571428571,0.3,1099.39,329,20895.7755,629100,125992616,24555,374.4423077,92,102.3,
12岿 3林 (2020.12.17 ~ 2020.12.23),1823,-1.085714286,-6.4,4.714285714,0.028571429,1099.07,329,20895.7755,629100,125992616,24555,374.4423077,92,102.3,
12岿 4林 (2020.12.24 ~ 2020.12.30),1880,1.142857143,-3.185714286,7.042857143,0.742857143,1084.73,329,20895.7755,629100,125992616,24555,374,92,102.3,
12岿 5林 (2020.12.31 ~ 2021.01.06),1945,-3.657142857,-8.871428571,1.114285714,0.2,1092.93,329,20895.7755,629100,125992616,24555,374,92,102.3,
01岿 1林 (2021.01.07 ~ 2021.01.13),1963,-6.571428571,-12.14285714,-0.771428571,0.228571429,1103.27,244,14233.6024,481350,99738692,24424,374,82.32,105.7,
01岿 2林 (2021.01.14 ~ 2021.01.20),2014,-0.5,-6.157142857,5.857142857,0.257142857,1105.41,244,14233.6024,481350,99738692,24424,374,82,105.7,
01岿 3林 (2021.01.21 ~ 2021.01.27),2029,5.585714286,1.742857143,10.08571429,1.871428571,1117.64,244,14233.6024,481350,99738692,24424,374,82,105.7,
01岿 4林 (2021.01.28 ~ 2021.02.03),1971,-0.2,-5.628571429,5.742857143,1.7,1116.77,244,14233.6024,481350,99738692,24424,374,82,105.7,
02岿 1林 (2021.02.04 ~ 2021.02.10),1947,1.814285714,-3.685714286,7.5,0.114285714,1102.59,290,17148.7358,405500,82674976,24424,374,89.07,109.97,
02岿 3林 (2021.02.15 ~ 2021.02.17),1894,2.857142857,-2.457142857,9.314285714,0.657142857,1104.27,290,17148.7358,405500,82674976,24424,374,89,109.97,
02岿 3林 (2021.02.18 ~ 2021.02.24),1761,4.971428571,-1.571428571,11.87142857,0.014285714,1123.89,290,17148.7358,405500,82674976,24424,374,89,109.97,
02岿 4林 (2021.02.25 ~ 2021.03.03),1694,5.485714286,0.457142857,10.51428571,8.157142857,1128,290,17148.7358,405500,82674976,24424,374,89,109.97,
03岿 1林 (2021.03.04 ~ 2021.03.10),1614,6.614285714,1.485714286,13.04285714,0.614285714,1136,211,12945.5391,462501,97793046,24424,374,79.22,109.41,
03岿 2林 (2021.03.11 ~ 2021.03.17),1534,9.1,2.928571429,15.4,2.257142857,1129.12,211,12945.5391,462501,97793046,24424,374,79,109.41,
03岿 3林 (2021.03.18 ~ 2021.03.24),1480,8.942857143,3.8,14.4,0.857142857,1128.52,211,12945.5391,462501,97793046,24424,374,79,109.41,
03岿 4林 (2021.03.25 ~ 2021.03.31),1458,12,5.757142857,18.67142857,4.528571429,1128.64,211,12945.5391,462501,97793046,24424,374,79,109.41,
04岿 1林 (2021.04.01 ~ 2021.04.07),1395,12.68571429,7.1,18.41428571,5.957142857,1120.98,67,3394.5704,246733,50292896,24424,374,65.23,108.4,
04岿 2林 (2021.04.08 ~ 2021.04.14),1409,11.25714286,5.328571429,17.31428571,3.5,1116.5,67,3394.5704,246733,50292896,24424,374,65,108.4,
04岿 3林 (2021.04.15 ~ 2021.04.21),1455,12.57142857,5.357142857,19.84285714,0.042857143,1114.72,67,3394.5704,246733,50292896,24424,374,65,108.4,
04岿 4林 (2021.04.22 ~ 2021.04.28),1495,15.91428571,10.57142857,21.68571429,0.085714286,1117.16,67,3394.5704,246733,50292896,24424,374,65,108.4,
04岿 5林 (2021.04.29 ~ 2021.05.04),1509,13.51428571,8.728571429,18.62857143,5.528571429,1111.23,67,3394.5704,246733,50292896,24424,374,65,108.4,
05岿 1林 (2021.05.06 ~ 2021.05.12),1552,15.48571429,9.085714286,21.62857143,1.4,1125.79,25,1447.0136,44190,14139974,24424,374,61.93,107.94,
05岿 2林 (2021.05.13 ~ 2021.05.18),1581,18.7,14.12857143,23.82857143,8.3,1127.63,25,1447.0136,44190,14139974,24424,374,62,107.94,
05岿 3林 (2021.05.20 ~ 2021.05.26),1638,17.44285714,12.72857143,22.7,2.485714286,1113.08,25,1447.0136,44190,14139974,24424,374,62,107.94,
05岿 4林 (2021.05.27 ~ 2021.06.02),1617,18.44285714,13.25714286,24.47142857,3.971428571,1110.52,25,1447.0136,44190,14139974,24424,374,62,107.94,
06岿 1林 (2021.06.03 ~ 2021.06.09),1648,20.98571429,15.77142857,26.48571429,3.057142857,1116.4,19,1412.3759,2600,1384155,24424,374,66.61,106.63,
06岿 2林 (2021.06.10 ~ 2021.06.16),1656,22.18571429,18.78571429,26.5,6.085714286,1134.94,19,1412.3759,2600,1384155,24424,374,67,106.63,
06岿 3林 (2021.06.17 ~ 2021.06.23),1610,21.31428571,17.31428571,26.2,1.771428571,1127.12,19,1412.3759,2600,1384155,24424,374,67,106.63,
06岿 4林 (2021.06.24 ~ 2021.06.30),1668,22.58571429,18.75714286,27.62857143,2.171428571,1130.53,19,1412.3759,2600,1384155,24424,374,67,106.63,
07岿 1林 (2021.07.01 ~ 2021.07.07),1656,23.45714286,20.4,27.15714286,24.68571429,1143.73,38,3268.8084,12000,5165732,24424,374,70.16,106.81,
07岿 2林 (2021.07.08 ~ 2021.07.14),1813,25.82857143,22.55714286,30.41428571,5.628571429,1141.51,38,3268.8084,12000,5165732,24424,374,70,106.81,
07岿 3林 (2021.07.15 ~ 2021.07.21),1749,26.4,22.48571429,31.61428571,2.3,1151.52,38,3268.8084,12000,5165732,24424,374,70,106.81,
07岿 4林 (2021.07.22 ~ 2021.07.28),1776,27.52857143,22.75714286,32.91428571,0.114285714,1151.41,38,3268.8084,12000,5165732,24424,374,70,106.81,
07岿 5林 (2021.07.29 ~ 2021.08.04),1916,27.44285714,23.82857143,32.4,5.985714286,1144.93,38,3268.8084,12000,5165732,24424,374,70,106.81,
08岿 1林 (2021.08.05 ~ 2021.08.11),2125,26.45714286,22.54285714,31.74285714,4.014285714,1161.37,28,2914.79,31500,7993270,24424,374,80.07,109.06,
08岿 2林 (2021.08.12 ~ 2021.08.18),2324,24.14285714,20.75714286,28.55714286,3.771428571,1175.15,28,2914.79,31500,7993270,24424,374,80,109.06,
08岿 3林 (2021.08.19 ~ 2021.08.25),2231,23.67142857,20.91428571,27.14285714,22.25714286,1161.23,28,2914.79,31500,7993270,24424,374,80,109.06,
08岿 4林 (2021.08.26 ~ 2021.09.01),2226,23.25714286,20.28571429,27.31428571,11.48571429,1154.28,28,2914.79,31500,7993270,24424,374,80,109.06,
09岿 1林 (2021.09.02 ~ 2021.09.08),2110,21.38571429,18.25714286,25.25714286,3.685714286,1170.23,3,572.7735,24000,11466000,24424,374,93.62,112.01,
09岿 2林 (2021.09.09 ~ 2021.09.15),2047,22.21428571,18.21428571,27.3,0.542857143,1180.69,3,572.7735,24000,11466000,24424,374,94,112.01,
09岿 3林 (2021.09.16 ~ 2021.09.17),2032,21.31428571,17.21428571,26.01428571,6.871428571,1179.68,3,572.7735,24000,11466000,24424,374,94,112.01,
09岿 4林 (2021.09.23 ~ 2021.09.29),1988,20.37142857,16.77142857,24.84285714,3.614285714,1180.35,3,572.7735,24000,11466000,24424,374,94,112.01,
09岿 5林 (2021.09.30 ~ 2021.10.06),1849,21.1,16.5,27.07142857,1.985714286,1196.79,3,572.7735,24000,11466000,24424,374,94,112.01,
10岿 1林 (2021.10.07 ~ 2021.10.13),1794,19.3,16.4,23.32857143,4.014285714,1182.07,7,805.0611,58098.91683,28314948.63,24424,374,89.86,109.01,
10岿 2林 (2021.10.14 ~ 2021.10.20),1767,12.1,7.1,17.94285714,2.171428571,1177.48,7,805.0611,58098.91683,28314948.63,24424,374,90,109.01,
10岿 3林 (2021.10.21 ~ 2021.10.27),1759,10.62857143,4.914285714,18.18571429,0.128571429,1174.47,7,805.0611,58098.91683,28314948.63,24424,374,90,109.01,
10岿 4林 (2021.10.28 ~ 2021.11.03),1793,11.78571429,6.4,18.72857143,0.085714286,1181.05,7,805.0611,58098.91683,28314948.63,24424,374,90,109.01,
11岿 1林 (2021.11.04 ~ 2021.11.10),1740,10.54285714,5.771428571,16.47142857,4.1,1179.2,37,3448.0014,32495,11458834,24424,374,80.24,109.47,
11岿 2林 (2021.11.11 ~ 2021.11.17),1753,7.585714286,2.542857143,13.91428571,0.257142857,1187.1,37,3448.0014,32495,11458834,24424,374,80,109.47,
11岿 3林 (2021.11.18 ~ 2021.11.24),1798,7.842857143,3.1,13.5,0.614285714,1194.43,37,3448.0014,32495,11458834,24424,374,80,109.47,
11岿 4林 (2021.11.25 ~ 2021.12.01),1799,4.871428571,-0.3,11.05714286,3.328571429,1180,37,3448.0014,32495,11458834,24424,374,80,109.47,
12岿 1林 (2021.12.02 ~ 2021.12.08),1790,3.785714286,-1.428571429,10.22857143,0.171428571,1180.86,144,12348.4096,180573,46054344,24424,374,83.65,110.3,
12岿 2林 (2021.12.09 ~ 2021.12.15),1828,4.528571429,-0.457142857,9.885714286,0.171428571,1187.7,144,12348.4096,180573,46054344,24424,374,84,110.3,
12岿 3林 (2021.12.16 ~ 2021.12.22),1807,2.171428571,-3.128571429,8.2,0.285714286,1185.99,144,12348.4096,180573,46054344,24424,374,84,110.3,
12岿 4林 (2021.12.23 ~ 2021.12.29),1776,-1.742857143,-6.728571429,3.728571429,0.285714286,1187.96,144,12348.4096,180573,46054344,24424,374,84,110.3,
12岿 5林 (2021.12.30 ~ 2022.01.05),1740,-1.628571429,-6.557142857,3.757142857,0.1,1197.63,144,12348.4096,180573,46054344,24424,374,84,110.3,
01岿 1林 (2022.01.06 ~ 2022.01.12),1729,-0.914285714,-6.314285714,5.228571429,0.042857143,1190.07,177,14424.0275,207500,52388243,24804,365.8076923,82.29,112.71,
01岿 2林 (2022.01.13 ~ 2022.01.19),1714,-2.528571429,-7.7,2.957142857,0.114285714,1192.51,177,14424.0275,207500,52388243,24804,365.8076923,82,112.71,
01岿 3林 (2022.01.20 ~ 2022.01.26),1677,1.271428571,-3.6,6.728571429,0.114285714,1209.56,177,14424.0275,207500,52388243,24804,366,82,112.71,
01岿 4林 (2022.01.27 ~ 2022.01.28),1688,-0.571428571,-5.071428571,4.742857143,0.128571429,1198.25,177,14424.0275,207500,52388243,24804,366,82,112.71,
02岿 1林 (2022.02.03 ~ 2022.02.09),1744,-1.757142857,-6.985714286,3.728571429,0.057142857,1199.48,113,9930.4017,26,9504633,24804,366,78.97,111.98,
