week,家概啊,乞闭扁柯,弥历扁柯,弥绊扁柯,碍荐樊,券啦,荐免樊,荐免啊,荐涝樊,荐涝啊,积魂樊,犁硅搁利,拱啊瘤荐,market price,
02岿 2林 (2022.02.10 ~ 2022.02.16),1743,1.428571429,-3.528571429,7.514285714,0.171428571,1195.59,113,9930.4017,26,9504633,24804,366,79,111.98,
02岿 3林 (2022.02.17 ~ 2022.02.23),1639,-2.257142857,-7.314285714,3.185714286,0.028571429,1197.57,113,9930.4017,26,9504633,24804,366,79,111.98,
02岿 4林 (2022.02.24 ~ 2022.03.02),1678,3.771428571,-2.885714286,10.45714286,0.471428571,1217.45,113,9930.4017,26,9504633,24804,366,79,111.98,
03岿 1林 (2022.03.03 ~ 2022.03.08),1668,4.928571429,-1.757142857,12.14285714,0,1237.08,133,11392.51,12750,4090350,24804,366,77.96,110.2,
03岿 2林 (2022.03.10 ~ 2022.03.16),1685,10.61428571,4.428571429,16.97142857,3.257142857,1211.15,133,11392.51,12750,4090350,24804,366,78,110.2,
03岿 3林 (2022.03.17 ~ 2022.03.23),1615,5.914285714,2.271428571,10.12857143,3.314285714,1225.08,133,11392.51,12750,4090350,24804,366,78,110.2,
03岿 4林 (2022.03.24 ~ 2022.03.30),1676,9.771428571,3.142857143,16.25714286,5.742857143,1219.73,133,11392.51,12750,4090350,24804,366,78,110.2,
03岿 5林 (2022.03.31 ~ 2022.04.06),1684,9.471428571,2.757142857,16.28571429,0.157142857,1229.19,133,11392.51,12750,4090350,24804,366,78,110.2,
04岿 1林 (2022.04.07 ~ 2022.04.13),1628,15.54285714,8.757142857,22.57142857,1.557142857,1228.19,57,4603.214,80963,23910348,24804,366,73.46,110.62,
04岿 2林 (2022.04.14 ~ 2022.04.20),1600,12.85714286,6.357142857,19.82857143,0.242857143,1244.11,57,4603.214,80963,23910348,24804,366,73,110.62,
04岿 3林 (2022.04.21 ~ 2022.04.27),1623,16.87142857,11.24285714,23.01428571,4.7,1263.03,57,4603.214,80963,23910348,24804,366,73,110.62,
04岿 4林 (2022.04.28 ~ 2022.05.04),1662,13.37142857,7.314285714,19.61428571,2.014285714,1269.99,57,4603.214,80963,23910348,24804,366,73,110.62,
05岿 1林 (2022.05.06 ~ 2022.05.11),1890,16.9,10.62857143,23.42857143,0.185714286,1278.45,10,1177.0995,21750,8638540,24804,366,71.51,112.24,
05岿 2林 (2022.05.12 ~ 2022.05.18),2001,17.05714286,10.65714286,23.4,0.128571429,1273.59,10,1177.0995,21750,8638540,24804,366,72,112.24,
05岿 3林 (2022.05.19 ~ 2022.05.25),1990,20.62857143,14.18571429,27.44285714,0.2,1251.99,10,1177.0995,21750,8638540,24804,366,72,112.24,
05岿 4林 (2022.05.26 ~ 2022.05.31),2040,20.58571429,14.21428571,27.07142857,0.271428571,1250.58,10,1177.0995,21750,8638540,24804,366,72,112.24,
06岿 1林 (2022.06.02 ~ 2022.06.08),2107,19.5,15.05714286,24.71428571,4.842857143,1279.32,25,1877.1262,58098.91683,28314948.63,24804,366,87.74,111.59,
06岿 2林 (2022.06.09 ~ 2022.06.15),2126,19.88571429,15.78571429,24.78571429,2.671428571,1291.26,25,1877.1262,58098.91683,28314948.63,24804,366,88,111.59,
06岿 3林 (2022.06.16 ~ 2022.06.22),2012,24.05714286,19.4,29.47142857,0.385714286,1288.89,25,1877.1262,58098.91683,28314948.63,24804,366,88,111.59,
06岿 4林 (2022.06.23 ~ 2022.06.29),2046,25.72857143,22.87142857,29.08571429,13.4,1298.67,25,1877.1262,58098.91683,28314948.63,24804,366,88,111.59,
06岿 5林 (2022.06.30 ~ 2022.07.06),2144,26.88571429,22.9,31.91428571,6.257142857,1294.68,25,1877.1262,58098.91683,28314948.63,24804,366,88,111.59,
07岿 1林 (2022.07.07 ~ 2022.07.13),2248,26.05714286,23.2,29.88571429,8.557142857,1317.74,11,1307.2287,58098.91683,28314948.63,24804,366,98.36,114.19,
07岿 2林 (2022.07.14 ~ 2022.07.20),2453,25.08571429,21.52857143,29.65714286,6.885714286,1310.01,11,1307.2287,58098.91683,28314948.63,24804,366,98,114.19,
07岿 3林 (2022.07.21 ~ 2022.07.27),2930,24.88571429,21.7,29.07142857,5.557142857,1302.97,11,1307.2287,58098.91683,28314948.63,24804,366,98,114.19,
07岿 4林 (2022.07.28 ~ 2022.08.03),3199,27.14285714,24.27142857,30.74285714,8.9,1302.24,11,1307.2287,58098.91683,28314948.63,24804,366,98,114.19,
08岿 1林 (2022.08.04 ~ 2022.08.10),3008,27.78571429,24.97142857,31.44285714,13.88571429,1301.31,6,1337.3087,14220,5453555,24804,366,122.51,116.5,
08岿 2林 (2022.08.11 ~ 2022.08.17),3120,26.14285714,23.41428571,29.74285714,13.6,1335.61,6,1337.3087,14220,5453555,24804,366,123,116.5,
08岿 3林 (2022.08.18 ~ 2022.08.24),3206,24.9,21.21428571,29.02857143,5.314285714,1341.81,6,1337.3087,14220,5453555,24804,366,123,116.5,
08岿 4林 (2022.08.25 ~ 2022.08.31),3149,21.31428571,17.64285714,25.45714286,6.228571429,1361.15,6,1337.3087,14220,5453555,24804,366,123,116.5,
09岿 1林 (2022.09.01 ~ 2022.09.07),3506,21.92857143,18.31428571,26.25714286,19.81428571,1379.77,1,307.7364,24000,16112400,24804,366,145.93,118.59,
09岿 2林 (2022.09.08 ~ 2022.09.14),3578,22.01428571,17.92857143,26.98571429,0.185714286,1384.77,1,307.7364,24000,16112400,24804,366,146,118.59,
09岿 3林 (2022.09.15 ~ 2022.09.21),3319,22.61428571,18.42857143,27.54285714,1.485714286,1421.34,1,307.7364,24000,16112400,24804,366,146,118.59,
09岿 4林 (2022.09.22 ~ 2022.09.28),3303,17.92857143,12.85714286,24.34285714,0.057142857,1439.96,1,307.7364,24000,16112400,24804,366,146,118.59,
09岿 5林 (2022.09.29 ~ 2022.10.05),3528,19.21428571,14.37142857,25.37142857,7.957142857,1424.94,1,307.7364,24000,16112400,24804,366,146,118.59,
10岿 1林 (2022.10.06 ~ 2022.10.12),3753,13.52857143,9.7,18.35714286,2.428571429,1440.44,5,1281.4103,148000,60123434,24804,366,171.51,114.59,
10岿 2林 (2022.10.13 ~ 2022.10.19),3623,13.58571429,8.114285714,20.12857143,0,1428.32,5,1281.4103,148000,60123434,24804,366,172,114.59,
10岿 3林 (2022.10.20 ~ 2022.10.26),3410,11.81428571,5.8,18.72857143,0.428571429,1421.66,5,1281.4103,148000,60123434,24804,366,172,114.59,
10岿 4林 (2022.10.27 ~ 2022.11.02),3277,12.3,6.814285714,19.62857143,0.271428571,1403.29,5,1281.4103,148000,60123434,24804,366,172,114.59,
11岿 1林 (2022.11.03 ~ 2022.11.09),2962,8.671428571,2.4,16.17142857,0,1313.69,24,15.6178,38103,21753072,24804,366,174.87,109.85,
11岿 2林 (2022.11.10 ~ 2022.11.16),2556,11.44285714,6.271428571,17.82857143,3.542857143,1339.71,24,15.6178,38103,21753072,24804,366,175,109.85,
11岿 3林 (2022.11.17 ~ 2022.11.23),2442,10.27142857,4.942857143,17.05714286,1.385714286,1334.48,24,15.6178,38103,21753072,24804,366,175,109.85,
11岿 4林 (2022.11.24 ~ 2022.11.30),2267,7.514285714,1.542857143,14.02857143,3.871428571,1297.89,24,15.6178,38103,21753072,24804,366,175,109.85,
12岿 1林 (2022.12.01 ~ 2022.12.07),2063,0.571428571,-3.8,5.414285714,0.085714286,1303.87,297,25196.7348,42500,16895628,24804,366,114.18,110.75,
12岿 2林 (2022.12.08 ~ 2022.12.14),2083,1.728571429,-2.957142857,7.214285714,0.442857143,1309.47,297,25196.7348,42500,16895628,24804,366,114,110.75,
12岿 3林 (2022.12.15 ~ 2022.12.21),1909,-3.342857143,-8.085714286,1.442857143,1.142857143,1279.55,297,25196.7348,42500,16895628,24804,366,114,110.75,
12岿 4林 (2022.12.22 ~ 2022.12.28),1895,-4.342857143,-8.928571429,1.271428571,0.514285714,1260.92,297,25196.7348,42500,16895628,24804,366,114,110.75,
12岿 5林 (2022.12.29 ~ 2023.01.04),1919,-1.6,-6.514285714,4.1,0,1253.5,297,25196.7348,42500,16895628,24804,366,114,110.75,
01岿 1林 (2023.01.05 ~ 2023.01.11),1862,1.442857143,-4.185714286,8.257142857,0.328571429,1237.26,485,36194.175,99500,36330098,10140,396.2115385,88.15,113.65,
01岿 2林 (2023.01.12 ~ 2023.01.18),1818,2.557142857,-1.571428571,7,5.271428571,1228.86,485,36194.175,99500,36330098,10140,396.2115385,88,113.65,
01岿 3林 (2023.01.19 ~ 2023.01.25),1801,-3.442857143,-8.657142857,2.657142857,0.071428571,1229.62,485,36194.175,99500,36330098,10140,396.2115385,88,113.65,
01岿 4林 (2023.01.26 ~ 2023.02.01),1813,-1.771428571,-7.671428571,3.657142857,0.1,1247.46,485,36194.175,99500,36330098,10140,396.2115385,88,113.65,
02岿 1林 (2023.02.02 ~ 2023.02.08),1959,0.828571429,-4.757142857,7.8,0,1267.45,212,16077.3556,54860,22548493,10140,396.2115385,85.39,113.04,
02岿 2林 (2023.02.09 ~ 2023.02.15),2047,3.128571429,-1.3,7.971428571,1.814285714,1295.87,212,16077.3556,54860,22548493,10140,396.2115385,85,113.04,
02岿 3林 (2023.02.16 ~ 2023.02.22),2066,2.542857143,-2.485714286,7.671428571,0.228571429,1314.45,212,16077.3556,54860,22548493,10140,396.2115385,85,113.04,
02岿 4林 (2023.02.23 ~ 2023.02.28),2006,4.042857143,-1.957142857,10.94285714,0.128571429,1295.73,212,16077.3556,54860,22548493,10140,396.2115385,85,113.04,
03岿 1林 (2023.03.02 ~ 2023.03.08),1905,7.371428571,0.157142857,15.1,0.028571429,1320.24,120,9749.0288,40001,14331391,10140,396.2115385,88.82,113.3,
03岿 2林 (2023.03.09 ~ 2023.03.15),1982,9.7,2.528571429,17.4,1.2,1308.37,120,9749.0288,40001,14331391,10140,396.2115385,89,113.3,
03岿 3林 (2023.03.16 ~ 2023.03.22),1853,9.685714286,2.971428571,16.81428571,0.2,1294.66,120,9749.0288,40001,14331391,10140,396.2115385,89,113.3,
03岿 4林 (2023.03.23 ~ 2023.03.29),1935,9.971428571,4.557142857,15.84285714,2.671428571,1306.11,120,9749.0288,40001,14331391,10140,396.2115385,89,113.3,
03岿 5林 (2023.03.30 ~ 2023.04.05),1923,13.94285714,6.514285714,21.27142857,5.442857143,1316.3,120,9749.0288,40001,14331391,10140,396.2115385,89,113.3,
04岿 1林 (2023.04.06 ~ 2023.04.12),1952,11.08571429,4.828571429,17.31428571,0.871428571,1304,41,3742.035,29000,12022560,10140,396.2115385,85.4,111.75,
04岿 2林 (2023.04.13 ~ 2023.04.19),1971,13.27142857,7.5,19.3,1.228571429,1329.36,41,3742.035,29000,12022560,10140,396.2115385,85,111.75,
04岿 3林 (2023.04.20 ~ 2023.04.26),2026,13.57142857,8.928571429,18.58571429,0.6,1337.78,41,3742.035,29000,12022560,10140,396.2115385,85,111.75,
04岿 4林 (2023.04.27 ~ 2023.05.03),2115,14.72857143,7.314285714,21.52857143,1.357142857,1317.47,41,3742.035,29000,12022560,10140,396.2115385,85,111.75,
05岿 1林 (2023.05.04 ~ 2023.05.10),2174,15.42857143,9.985714286,20.94285714,15.54285714,1342.41,12,1149.4836,8600,4758224,10140,396.2115385,87.03,112.19,
05岿 2林 (2023.05.11 ~ 2023.05.17),2251,18.65714286,11.64285714,25.75714286,0.228571429,1325.2,12,1149.4836,8600,4758224,10140,396.2115385,87,112.19,
05岿 3林 (2023.05.18 ~ 2023.05.24),2403,18.22857143,13.24285714,23.77142857,1.514285714,1322.66,12,1149.4836,8600,4758224,10140,396.2115385,87,112.19,
05岿 4林 (2023.05.25 ~ 2023.05.31),2318,20.22857143,16.51428571,24.35714286,10.27142857,1305.92,12,1149.4836,8600,4758224,10140,396.2115385,87,112.19,
06岿 1林 (2023.06.01 ~ 2023.06.07),2018,20.9,15.82857143,26.38571429,0.728571429,1287.32,34,2556.2897,24000,16436881,10140,396.2115385,100.83,112.25,
06岿 2林 (2023.06.08 ~ 2023.06.14),1869,21.52857143,17.3,27.4,2.757142857,1276.15,34,2556.2897,24000,16436881,10140,396.2115385,101,112.25,
06岿 3林 (2023.06.15 ~ 2023.06.21),1796,22.82857143,17.9,28.4,3.071428571,1308.41,34,2556.2897,24000,16436881,10140,396.2115385,101,112.25,
06岿 4林 (2023.06.22 ~ 2023.06.28),1903,23.58571429,19.55714286,28.14285714,14.65714286,1315.11,34,2556.2897,24000,16436881,10140,396.2115385,101,112.25,
06岿 5林 (2023.06.29 ~ 2023.07.05),2005,24.78571429,21.94285714,28.68571429,16.97142857,1297.9,34,2556.2897,24000,16436881,10140,396.2115385,101,112.25,
07岿 1林 (2023.07.06 ~ 2023.07.12),1927,24.67142857,21.35714286,28.82857143,13.72857143,1268.31,11,1164.5373,8500,2514130,10140,396.2115385,94.2,114.3,
07岿 2林 (2023.07.13 ~ 2023.07.19),1904,24.64285714,22.55714286,27.44285714,39.55714286,1286.19,11,1164.5373,8500,2514130,10140,396.2115385,94,114.3,
07岿 3林 (2023.07.20 ~ 2023.07.26),2079,25.74285714,22.75714286,30,9.928571429,1272.83,11,1164.5373,8500,2514130,10140,396.2115385,94,114.3,
07岿 4林 (2023.07.27 ~ 2023.08.02),2297,27.87142857,23.58571429,33.2,0.971428571,1304.08,11,1164.5373,8500,2514130,10140,396.2115385,94,114.3,
08岿 1林 (2023.08.03 ~ 2023.08.09),2664,28.24285714,24.28571429,33.17142857,4.657142857,1330.3,2,382.4177,12000,7157399,10140,396.2115385,95.14,120.23,
08岿 2林 (2023.08.10 ~ 2023.08.16),2925,25.58571429,22.34285714,29.84285714,16.01428571,1339.17,2,382.4177,12000,7157399,10140,396.2115385,95,120.23,
08岿 3林 (2023.08.17 ~ 2023.08.23),2838,26.82857143,23.57142857,31.51428571,6.742857143,1323.53,2,382.4177,12000,7157399,10140,396.2115385,95,120.23,
08岿 4林 (2023.08.24 ~ 2023.08.30),2604,24.75714286,21.74285714,28.51428571,14.31428571,1317.55,2,382.4177,12000,7157399,10140,396.2115385,95,120.23,
08岿 5林 (2023.08.31 ~ 2023.09.06),2589,24.57142857,20.81428571,29.58571429,2.685714286,1334.96,2,382.4177,12000,7157399,10140,396.2115385,95,120.23,
09岿 1林 (2023.09.07 ~ 2023.09.13),2422,23.3,18.82857143,28.74285714,3.157142857,1328.46,10,1071.4066,6000,3269340,10140,396.2115385,128.01,123.76,
09岿 2林 (2023.09.14 ~ 2023.09.20),2259,22.98571429,20.6,26.44285714,18.82857143,1334.03,10,1071.4066,6000,3269340,10140,396.2115385,128,123.76,
09岿 3林 (2023.09.21 ~ 2023.09.27),2349,20.38571429,17.08571429,24.57142857,3.914285714,1352.31,10,1071.4066,6000,3269340,10140,396.2115385,128,123.76,
10岿 1林 (2023.10.04 ~ 2023.10.04),2567,18.35714286,13.85714286,24.01428571,0.871428571,1344.61,4,513.7515,6000,3566640,10140,396.2115385,125.57,123.77,
10岿 1林 (2023.10.05 ~ 2023.10.11),2556,15.84285714,11.37142857,21.34285714,0.271428571,1352.21,4,513.7515,6000,3566640,10140,396.2115385,126,123.77,
10岿 2林 (2023.10.12 ~ 2023.10.18),2441,14.91428571,9.485714286,21.71428571,0.3,1349.08,4,513.7515,6000,3566640,10140,396.2115385,126,123.77,
10岿 3林 (2023.10.19 ~ 2023.10.25),2271,13.1,7.657142857,19.51428571,1.071428571,1354.91,4,513.7515,6000,3566640,10140,396.2115385,126,123.77,
10岿 4林 (2023.10.26 ~ 2023.11.01),2105,14.1,8.585714286,21.01428571,0.471428571,1308.23,4,513.7515,6000,3566640,10140,396.2115385,126,123.77,
11岿 1林 (2023.11.02 ~ 2023.11.08),1692,15.12857143,10.14285714,20.87142857,5.7,1316.51,285,26880.2503,20375,9565293,10140,396.2115385,117.79,117.79,
11岿 2林 (2023.11.09 ~ 2023.11.15),1472,6.157142857,0.842857143,12.07142857,1.114285714,1294.35,285,26880.2503,20375,9565293,10140,396.2115385,117.79,117.79,
11岿 3林 (2023.11.16 ~ 2023.11.22),1450,5.971428571,0.4,12.01428571,1.871428571,1302.97,285,26880.2503,20375,9565293,10140,396.2115385,117.79,117.79,
11岿 4林 (2023.11.23 ~ 2023.11.29),1402,4.528571429,-0.028571429,9.314285714,0.371428571,1293.4,285,26880.2503,20375,9565293,10140,396.2115385,117.79,117.79,
11岿 5林 (2023.11.30 ~ 2023.12.06),1506,2.385714286,-2.928571429,8.242857143,0.371428571,1316.41,285,26880.2503,20375,9565293,10140,396.2115385,117.79,117.79,
12岿 1林 (2023.12.07 ~ 2023.12.13),2908,9.471428571,4.671428571,14.32857143,4.942857143,1300.4,407,35528.0994,18000,7608840,10140,396.2115385,119.27,119.27,
12岿 2林 (2023.12.14 ~ 2023.12.20),2899,0.028571429,-3.628571429,3.8,8.285714286,1297.25,407,35528.0994,18000,7608840,10140,396.2115385,119.27,119.27,
12岿 3林 (2023.12.21 ~ 2023.12.27),2886,-2.942857143,-7,2.114285714,0.228571429,1294.4,407,35528.0994,18000,7608840,10140,396.2115385,119.27,119.27,
12岿 4林 (2023.12.28 ~ 2024.01.03),2874,2.814285714,-0.914285714,7.214285714,1.028571429,1314.16,407,35528.0994,18000,7608840,10140,396.2115385,119.27,119.27,
01岿 1林 (2024.01.04 ~ 2024.01.10),2845,0.7,-3.871428571,5.4,0.385714286,1313.22,247,20581.9106,175500,49530306,23114.97126,382.1320366,122.71,122.71,
01岿 2林 (2024.01.11 ~ 2024.01.17),2842,1.3,-3.928571429,6.685714286,0.885714286,1333.66,247,20581.9106,175500,49530306,23114.97126,382.1320366,122.71,122.71,
01岿 3林 (2024.01.18 ~ 2024.01.24),2844,0.171428571,-2.414285714,3.514285714,3.028571429,1336.75,247,20581.9106,175500,49530306,23114.97126,382.1320366,122.71,122.71,
01岿 4林 (2024.01.25 ~ 2024.01.31),2823,0.142857143,-5.142857143,6.457142857,0.085714286,1337.76,247,20581.9106,175500,49530306,23114.97126,382.1320366,122.71,122.71,
02岿 1林 (2024.02.01 ~ 2024.02.07),2811,3.357142857,0.457142857,6.828571429,2.757142857,1330.07,126,9745.0075,273750,67613772,23114.97126,382.1320366,125.98,125.98,
02岿 2林 (2024.02.08 ~ 2024.02.14),2820,3.9,-1.8,10.31428571,0.314285714,1331.29,126,9745.0075,273750,67613772,23114.97126,382.1320366,125.98,125.98,
02岿 3林 (2024.02.15 ~ 2024.02.21),2780,5.928571429,1.314285714,11.14285714,9.842857143,1329.95,126,9745.0075,273750,67613772,23114.97126,382.1320366,125.98,125.98,
02岿 4林 (2024.02.22 ~ 2024.02.28),2775,3.2,0,7,1.471428571,1330.52,126,9745.0075,273750,67613772,23114.97126,382.1320366,125.98,125.98,
02岿 5林 (2024.02.29 ~ 2024.03.06),2731,3.642857143,-0.757142857,8.057142857,1.128571429,1316,126,9745.0075,273750,67613772,23114.97126,382.1320366,125.98,125.98,
03岿 1林 (2024.03.07 ~ 2024.03.13),2737,4.285714286,-1.171428571,10.14285714,0.214285714,1330.63,48,4066.2865,206750,55931317,23114.97126,382.1320366,126.54,126.54,
03岿 2林 (2024.03.14 ~ 2024.03.20),2696,8.214285714,1.828571429,14.82857143,0.257142857,1343.43,48,4066.2865,206750,55931317,23114.97126,382.1320366,126.54,126.54,
03岿 3林 (2024.03.21 ~ 2024.03.27),2527,9.3,4.071428571,14.72857143,4.628571429,1345.09,48,4066.2865,206750,55931317,23114.97126,382.1320366,126.54,126.54,
03岿 4林 (2024.03.28 ~ 2024.04.03),2457,11.27142857,5.457142857,17.11428571,7.342857143,1350.91,48,4066.2865,206750,55931317,23114.97126,382.1320366,126.54,126.54,
04岿 1林 (2024.04.04 ~ 2024.04.09),2513,13.27142857,7.542857143,19.5,0.071428571,1379.69,20,1755.6427,212500,52968152,23114.97126,382.1320366,123.54,123.54,
04岿 2林 (2024.04.11 ~ 2024.04.17),2512,15.87142857,9.714285714,22.68571429,2.628571429,1374.3,20,1755.6427,212500,52968152,23114.97126,382.1320366,123.54,123.54,
04岿 3林 (2024.04.18 ~ 2024.04.24),2571,15.11428571,10.72857143,19.98571429,2.885714286,1376.43,20,1755.6427,212500,52968152,23114.97126,382.1320366,123.54,123.54,
04岿 4林 (2024.04.25 ~ 2024.04.30),2637,16.31428571,10.81428571,22.91428571,2.085714286,1354.63,20,1755.6427,212500,52968152,23114.97126,382.1320366,123.54,123.54,
05岿 1林 (2024.05.02 ~ 2024.05.08),2683,15.98571429,10.75714286,21.47142857,9.885714286,1369.65,13,1293.8777,240315,60386421,23114.97126,382.1320366,121.9,121.9,
05岿 2林 (2024.05.09 ~ 2024.05.14),2697,16.75714286,9.871428571,23.85714286,4.285714286,1351.76,13,1293.8777,240315,60386421,23114.97126,382.1320366,121.9,121.9,
05岿 3林 (2024.05.16 ~ 2024.05.22),2689,18.44285714,11.85714286,25.41428571,0.514285714,1365.93,13,1293.8777,240315,60386421,23114.97126,382.1320366,121.9,121.9,
05岿 4林 (2024.05.23 ~ 2024.05.29),2711,19.42857143,13.91428571,25.32857143,1.857142857,1381.68,13,1293.8777,240315,60386421,23114.97126,382.1320366,121.9,121.9,
05岿 5林 (2024.05.30 ~ 2024.06.05),2708,19.58571429,14.07142857,25.67142857,0.185714286,1378.8,13,1293.8777,240315,60386421,23114.97126,382.1320366,121.9,121.9,
06岿 1林 (2024.06.07 ~ 2024.06.12),2695,22.24285714,17.02857143,28.15714286,2.057142857,1381.84,7,647.0404,150000,36451356,23114.97126,382.1320366,119.5,119.5,
06岿 2林 (2024.06.13 ~ 2024.06.19),2683,24.34285714,18.05714286,31.1,0.6,1387.01,7,647.0404,150000,36451356,23114.97126,382.1320366,119.5,119.5,
06岿 3林 (2024.06.20 ~ 2024.06.26),2682,23.51428571,19.4,28.2,5.571428571,1380.73,7,647.0404,150000,36451356,23114.97126,382.1320366,119.5,119.5,
06岿 4林 (2024.06.27 ~ 2024.07.03),2678,24.07142857,20.35714286,28.31428571,17.65714286,1376.57,7,647.0404,150000,36451356,23114.97126,382.1320366,119.5,119.5,
07岿 1林 (2024.07.04 ~ 2024.07.10),2678,25.38571429,22.62857143,28.68571429,20.14285714,1373.67,5,809.037,258500,58740517,23114.97126,382.1320366,120.59,120.59,
07岿 2林 (2024.07.11 ~ 2024.07.17),2651,24.81428571,21.92857143,28.71428571,10.65714286,1388.79,5,809.037,258500,58740517,23114.97126,382.1320366,120.59,120.59,
07岿 3林 (2024.07.18 ~ 2024.07.24),2656,26.88571429,24.1,30.34285714,13.12857143,1383.72,5,809.037,258500,58740517,23114.97126,382.1320366,120.59,120.59,
07岿 4林 (2024.07.25 ~ 2024.07.31),2615,28.4,25.2,32.6,2.871428571,1356.63,5,809.037,258500,58740517,23114.97126,382.1320366,120.59,120.59,
08岿 1林 (2024.08.01 ~ 2024.08.07),2572,28.84285714,25.15714286,33.9,2.9,1364.19,81.16123188,5710.657644,58098.91683,28314948.63,23114.97126,382.1320366,123.15,123.15,
08岿 2林 (2024.08.08 ~ 2024.08.14),2597,28.14285714,24,33.44285714,0.928571429,1349.11,81.16123188,5710.657644,58098.91683,28314948.63,23114.97126,382.1320366,123.15,123.15,
08岿 3林 (2024.08.16 ~ 2024.08.21),2594,28.04285714,24.34285714,33.04285714,5.971428571,1323.43,81.16123188,5710.657644,58098.91683,28314948.63,23114.97126,382.1320366,123.15,123.15,
08岿 4林 (2024.08.22 ~ 2024.08.28),2592,27.2,23.7,31.8,2.171428571,1336.56,81.16123188,5710.657644,58098.91683,28314948.63,23114.97126,382.1320366,123.15,123.15,
08岿 5林 (2024.08.29 ~ 2024.09.04),2582,25.82,21.38571429,31.11428571,0.814285714,1337.26,81.16123188,5710.657644,58098.91683,28314948.63,23114.97126,382.1320366,123.15,123.15,
